Channel.127..H1417	Channel.128..DMS79	Channel.129..H128	Channel.130..H209.1	Channel.131..H524	Channel.127..DMS53	Channel.128..H526	Channel.129..H69	Channel.130..H82	Channel.131..H446	Channel.128..DMS153	Channel.130..H209.9	Channel.127..A549	Channel.128..H1355	Channel.129..H23	Channel.130..H441	Channel.131..H1792	Channel.127..H1299	Channel.128..H1944	Channel.129..H358	Channel.130..H1734	Channel.131..H460	Channel.127..H1650	Channel.128..HCC827	Channel.129..H1975	Channel.130..Calu.3	Channel.131..H2106	Channel.127..H2342	Channel.128..H2073	Channel.129..Lou.NH91	Channel.130..HCC15	Channel.131..H1703	Channel.127..H2228	Channel.128..H3122	Channel.129..HCC78	Channel.130..H661	Channel.131..H1781	Channel.127..H1666	Channel.128..CAL.12T	Channel.129..H2405	Channel.130..HCC44	Channel.131..H1437.8	Channel.127..H838	Channel.129..H2073	Channel.131..H1437.9
Channel.128..DMS153	0.439429012670607	0.398423060671949	0.383729461055895	0.427959625270735	0.4411060510557	0.44091170562896	0.444907407727178	0.487074489915789	0.496082393148742	0.408589608513025	0	0.413964418306447	0.582127554207607	0.593018688969777	0.515834052486116	0.564971594476629	0.578637116483723	0.527616803967965	0.551973496605757	0.593460977035473	0.465289779652102	0.545356418942974	0.553400481739456	0.587036758294493	0.574459985612867	0.610530426514276	0.427999607782833	0.578127011976045	0.718022581090131	0.650934174192685	0.632182854483806	0.639254721729666	0.603084583715583	0.602813436660877	0.705843563367366	0.591056270567962	0.614867229909016	0.623205550286296	0.630877706087667	0.623452131127458	0.633601869877769	0.615235301282853	0.598441909796706	0.623434794281948	0.562086495357864
Channel.130..H209.9	0.362211410730148	0.423247128133327	0.245139265865847	0.207920303814462	0.225378208716444	0.681259783719666	0.356961313149848	0.260896330991167	0.248247773461677	0.574607759005339	0.413964418306447	1.11022302462516e-16	0.63949208788955	0.634201226834244	0.508115662640628	0.704562606265646	0.572819921526257	0.556418427867569	0.627611789654396	0.634132442748547	0.565449439482005	0.609147028330223	0.652958294857509	0.727029186764473	0.6710392161579	0.731082153931027	0.398990031724168	0.641032443881747	0.816344171679093	0.721818082451774	0.701985355405176	0.650075550548678	0.696631401972341	0.667729631086381	0.833218782325551	0.55583499647466	0.757322826037485	0.697934148821906	0.676769772134864	0.72902844447068	0.692605120422675	0.741420347978533	0.565213815163047	0.680364430002167	0.653178121953651
Channel.127..A549	0.389766375809219	0.41213463269726	0.415978143455028	0.405980997281516	0.450900604050046	0.313643283008144	0.533217570995008	0.487618883033243	0.602970255854885	0.291392637266304	0.582127554207607	0.63949208788955	0	0.361605856835829	0.280292325274717	0.320731974920305	0.19461884595088	0.26289740525263	0.437547276909488	0.368016135576717	0.317577843150001	0.236078887997697	0.312061791466465	0.352751416776618	0.296558830334568	0.302335336453914	0.474715433400767	0.325286947280848	0.364673012521936	0.364222192428414	0.260505619720182	0.304355085422346	0.298659633993453	0.433649623446402	0.385309202367487	0.325804530182858	0.392582957811583	0.282408055376049	0.329803433784587	0.29285200551173	0.283126497663993	0.377530089955327	0.221952258555478	0.27688794299071	0.308168038440856
Channel.128..H1355	0.432201743529764	0.402678128477131	0.440304968559143	0.417836034126939	0.413920998568469	0.390846907263953	0.485365655559011	0.482019709234339	0.553068562127063	0.368889687961759	0.593018688969777	0.634201226834244	0.361605856835829	0	0.313016102932581	0.413249832570755	0.315659433637477	0.353531975023767	0.47202542073005	0.392245071987327	0.34827544985308	0.342972498488221	0.435526898507672	0.480816093896551	0.45397243624677	0.461784000929127	0.436565346706491	0.38318616005505	0.392232537307077	0.464760722103988	0.378442779823113	0.394374970353265	0.415663817307757	0.440186605815178	0.509859880535383	0.41708671836147	0.43916280380154	0.416009095816907	0.374846635096804	0.374642731992837	0.37377948215459	0.406841296059877	0.367331672288573	0.362892593382543	0.39040688791857
Channel.129..H23	0.354282789401	0.352453308769198	0.354735777911174	0.364749704665355	0.367352664577499	0.324406679113613	0.423767594209348	0.413466758967754	0.476941523565649	0.28738164892449	0.515834052486116	0.508115662640628	0.280292325274717	0.313016102932581	0	0.485454661612236	0.217998064272891	0.225152092521564	0.457974440231713	0.395408589551813	0.337225527399458	0.278669486546215	0.346825010643209	0.541514649691564	0.379990353421488	0.476244475423062	0.352920790754803	0.387150364726829	0.45202252066162	0.421716416670535	0.390671808139572	0.311679776228689	0.399971240545203	0.45322920573112	0.558446629876915	0.285661453462376	0.468534744310015	0.363948752927172	0.355610889231115	0.347484921339061	0.306341329180313	0.401236122713504	0.274531030332303	0.367723453852121	0.367749236838919
Channel.130..H441	0.381141898473877	0.344121902678874	0.404548540671658	0.371034089845118	0.436585479660279	0.298056763881911	0.453975980674801	0.516908976543125	0.590928086901864	0.294958903244892	0.564971594476629	0.704562606265646	0.320731974920305	0.413249832570755	0.485454661612236	0	0.409249225072634	0.316340597942735	0.444902188510095	0.280061480966211	0.273697167669472	0.324301020080372	0.409071513975361	0.203578849828304	0.330754959878507	0.26187135744609	0.581023464885572	0.273942937287164	0.257477558123429	0.360790480071183	0.251517764464639	0.301448335531397	0.302405877346697	0.351826896954612	0.238154295109501	0.436626516727914	0.30559333489641	0.262909339292647	0.323802691032449	0.310858342956404	0.294689698234183	0.307777061229637	0.306549945425192	0.250801082451646	0.249780766526863
Channel.131..H1792	0.331061591993589	0.345845492205007	0.349278803958286	0.322631985651902	0.378484260007785	0.305488671406936	0.447776079852927	0.449269258584712	0.537678375210445	0.271826013330754	0.578637116483723	0.572819921526257	0.19461884595088	0.315659433637477	0.217998064272891	0.409249225072634	0	0.252535418730806	0.445313432867888	0.401102298545804	0.328421582442624	0.227891643914278	0.310905301961015	0.44942274294438	0.345368256715841	0.397091426637013	0.393765511681748	0.332130425975997	0.404043425656991	0.384459216972306	0.33021130710826	0.299668323091999	0.332804726636392	0.460697964329792	0.436807741239226	0.296445165505997	0.413052048324124	0.317074491619289	0.331630375196935	0.31826303621844	0.303887495949525	0.346308591435392	0.239898796010567	0.352760035443935	0.326687305676677
Channel.127..H1299	0.359373542761011	0.369703245116228	0.368888901560559	0.363802055181841	0.413426261009738	0.273316204639465	0.443729731187128	0.449485662788106	0.546239290754269	0.223031019341589	0.527616803967965	0.556418427867569	0.26289740525263	0.353531975023767	0.225152092521564	0.316340597942735	0.252535418730806	2.22044604925031e-16	0.468102331577955	0.266404754651399	0.266550759845737	0.145692864448632	0.306247087681458	0.280782247144188	0.243863735423855	0.315271846333242	0.36552578209991	0.30555002351998	0.317437451497873	0.325823599604014	0.283171416668977	0.181592966830064	0.295438486748356	0.384306561689112	0.373376736158603	0.200395266603476	0.36431658752613	0.297677881152313	0.270501079730767	0.265657896063258	0.199532424334559	0.344272055072744	0.198272047795267	0.269749110853594	0.324022086279665
Channel.128..H1944	0.480457981433352	0.486641200649679	0.464411377323385	0.490061459594149	0.501843830450776	0.506478341519979	0.486730643377099	0.546341215803267	0.526254524939975	0.480776266684373	0.551973496605757	0.627611789654396	0.437547276909488	0.47202542073005	0.457974440231713	0.444902188510095	0.445313432867888	0.468102331577955	0	0.534307307305289	0.417785541025776	0.41981714292831	0.360872791518234	0.460231828674129	0.408301705361207	0.455534094373821	0.481018166722583	0.442173313031345	0.470293081562541	0.54792890564393	0.426807150567792	0.458750581124981	0.428181889042945	0.458505912191512	0.52319910892256	0.487482619875631	0.522788239016358	0.406767309291592	0.508429684255875	0.442675580894139	0.47020706628605	0.335207243074673	0.443597653572965	0.406083699103166	0.292944877032223
Channel.129..H358	0.419781964879103	0.41529033661344	0.433943213832647	0.427695637573899	0.461081495686436	0.366287684562175	0.454745902399564	0.540069328713916	0.62298001179267	0.383399861123499	0.593460977035473	0.634132442748547	0.368016135576717	0.392245071987327	0.395408589551813	0.280061480966211	0.401102298545804	0.266404754651399	0.534307307305289	0	0.279594233645971	0.281097565385074	0.377872753756737	0.249996256286519	0.300922430552507	0.332132993000698	0.460913084031787	0.295216719684397	0.313263296229827	0.365512062219973	0.302060361262289	0.325478542781631	0.324387437933317	0.269482559911792	0.359151808010417	0.380216395937356	0.332096752548916	0.272328484663086	0.321452281098416	0.322305642756177	0.316598533997364	0.36870356354344	0.363951852627004	0.275390900354659	0.35194144056403
Channel.130..H1734	0.370675658921968	0.351540481810256	0.414934791056201	0.384130865299373	0.451676603169034	0.315526091942684	0.451455535651407	0.480130982239613	0.560863071785954	0.290860941983734	0.465289779652102	0.565449439482005	0.317577843150001	0.34827544985308	0.337225527399458	0.273697167669472	0.328421582442624	0.266550759845737	0.417785541025776	0.279594233645971	0	0.301387175683608	0.327002032362949	0.298496777862485	0.314097282023453	0.292774784983635	0.39641883583036	0.256802013820102	0.346319582159588	0.402142776679235	0.279990477457128	0.3442898384028	0.331198050729959	0.315655880879286	0.38357890635673	0.3676369031612	0.320477550347244	0.290417704251015	0.294736200706599	0.306452933877313	0.284509644165076	0.341484286103238	0.323322226129572	0.304391704275692	0.326610618562713
Channel.131..H460	0.397782962832555	0.370920834407448	0.398563304825794	0.401600018751161	0.452437129695374	0.259922952875917	0.450057256244584	0.473416832801257	0.604318973845512	0.245298306638815	0.545356418942974	0.609147028330223	0.236078887997697	0.342972498488221	0.278669486546215	0.324301020080372	0.227891643914278	0.145692864448632	0.41981714292831	0.281097565385074	0.301387175683608	2.22044604925031e-16	0.327964852736371	0.296549633778267	0.264760956053919	0.310473452575279	0.376523427673438	0.303710403333198	0.317392801163697	0.326880100139621	0.260309347464761	0.222890729884323	0.289017957745472	0.397855637614461	0.34977142081733	0.248231088647054	0.344520833558613	0.288779103928868	0.284465829768243	0.269676398734837	0.216794052411266	0.288029005522526	0.22529183661925	0.268715964935216	0.268812211747356
Channel.127..H1650	0.401473779978704	0.412154870281172	0.427545828623658	0.436599563635072	0.475862937910567	0.326706933794896	0.459964755403061	0.474708450580429	0.578298412741604	0.312256290156717	0.553400481739456	0.652958294857509	0.312061791466465	0.435526898507672	0.346825010643209	0.409071513975361	0.310905301961015	0.306247087681458	0.360872791518234	0.377872753756737	0.327002032362949	0.327964852736371	0	0.392375904769714	0.223310645748851	0.285038545229142	0.410255149844362	0.340307797068744	0.418395044228512	0.353748865170493	0.326780789319066	0.34606216864665	0.305205740158497	0.436703694863565	0.402982294820017	0.361682461516211	0.380494182904142	0.279905680769455	0.373197900103978	0.310707654575766	0.350939500950753	0.338367747607906	0.271604665989981	0.353674469756842	0.287507074840602
Channel.128..HCC827	0.439691448859361	0.423712686753432	0.458351856523043	0.443603164001953	0.482210890138635	0.289503908097814	0.476200341441221	0.545761859117307	0.637046110663896	0.309128604486342	0.587036758294493	0.727029186764473	0.352751416776618	0.480816093896551	0.541514649691564	0.203578849828304	0.44942274294438	0.280782247144188	0.460231828674129	0.249996256286519	0.298496777862485	0.296549633778267	0.392375904769714	2.22044604925031e-16	0.237515996313327	0.20516157551491	0.550402356535955	0.280981821442538	0.275257650642773	0.348054862788856	0.298535717304063	0.286474583385381	0.319451638268236	0.343571158714526	0.274124118951908	0.401873610725043	0.330718472803094	0.299092878116572	0.324045667707188	0.308825291183992	0.288789239097641	0.368169062527584	0.336531331261792	0.253744164593916	0.316954599290469
Channel.129..H1975	0.461124176628644	0.457480992451083	0.455412005123206	0.470062455848072	0.482983198766849	0.365607587361841	0.518902085803602	0.493436130963008	0.605566435463669	0.311314561367957	0.574459985612867	0.6710392161579	0.296558830334568	0.45397243624677	0.379990353421488	0.330754959878507	0.345368256715841	0.243863735423855	0.408301705361207	0.300922430552507	0.314097282023453	0.264760956053919	0.223310645748851	0.237515996313327	0	0.295478773142654	0.45509559799795	0.329320819552713	0.347526258700249	0.328922602446678	0.331220210178376	0.286614753630516	0.287991297663813	0.393590881825277	0.345773640368656	0.325401771648914	0.402497003651789	0.282957361870842	0.353403504630905	0.306780933724759	0.271591349402628	0.389736113409852	0.248426068896132	0.251412169044792	0.310953329588196
Channel.130..Calu.3	0.439363382739006	0.445116190147752	0.484043488835661	0.445707618242062	0.527004972039106	0.291614515020894	0.52484400878235	0.535403314564683	0.646614007883732	0.316989139696129	0.610530426514276	0.731082153931027	0.302335336453914	0.461784000929127	0.476244475423062	0.26187135744609	0.397091426637013	0.315271846333242	0.455534094373821	0.332132993000698	0.292774784983635	0.310473452575279	0.285038545229142	0.20516157551491	0.295478773142654	0	0.552036439064093	0.278120832499195	0.287581954905589	0.365404074884892	0.266051352494931	0.309082565205227	0.299100642685556	0.390731043804889	0.27435514831258	0.397388399656373	0.308353305652115	0.291502847039131	0.316167049102329	0.27031652808012	0.305628435052791	0.353345870092997	0.31365235408187	0.271963219715577	0.326762118748006
Channel.131..H2106	0.296979147611783	0.281192698945857	0.284876225798731	0.308604540071647	0.296867415737983	0.414088381264284	0.30283202492914	0.357079766313956	0.408722854670739	0.347196675066912	0.427999607782833	0.398990031724168	0.474715433400767	0.436565346706491	0.352920790754803	0.581023464885572	0.393765511681748	0.36552578209991	0.481018166722583	0.460913084031787	0.39641883583036	0.376523427673438	0.410255149844362	0.550402356535955	0.45509559799795	0.552036439064093	2.22044604925031e-16	0.467364028124712	0.552028753243746	0.565856873163125	0.498686781577413	0.426668573011057	0.506599773624568	0.503778669454344	0.656106860815698	0.40079539773067	0.517874914161775	0.468116958651345	0.487265115972624	0.472025549811788	0.451642557438112	0.452088139147196	0.450019319181674	0.513279331305388	0.451141318257618
Channel.127..H2342	0.333040826819234	0.322878677333594	0.373306736073403	0.338816017155494	0.409841131260668	0.285633336561095	0.410627595576332	0.469789603741287	0.558393633638009	0.281516244333117	0.578127011976045	0.641032443881747	0.325286947280848	0.38318616005505	0.387150364726829	0.273942937287164	0.332130425975997	0.30555002351998	0.442173313031345	0.295216719684397	0.256802013820102	0.303710403333198	0.340307797068744	0.280981821442538	0.329320819552713	0.278120832499195	0.467364028124712	0	0.251398545402279	0.260775971959762	0.209760712730048	0.209813283555913	0.299437374384611	0.305237141360959	0.27064840518067	0.332902714751482	0.264786700503641	0.25709453246931	0.266673551868282	0.269566020770383	0.28106715588213	0.296854637691231	0.272546720024954	0.284149878517371	0.269511968807087
Channel.128..H2073	0.33483642712638	0.307403643268296	0.396650585332665	0.332905568373971	0.433081142504326	0.268754729252347	0.42180146922368	0.50546880547655	0.606830521798659	0.280359602153483	0.718022581090131	0.816344171679093	0.364673012521936	0.392232537307077	0.45202252066162	0.257477558123429	0.404043425656991	0.317437451497873	0.470293081562541	0.313263296229827	0.346319582159588	0.317392801163697	0.418395044228512	0.275257650642773	0.347526258700249	0.287581954905589	0.552028753243746	0.251398545402279	2.22044604925031e-16	0.364140852774335	0.173567955926837	0.202131998828377	0.289474857677729	0.274103665159321	0.219912969615864	0.356199434836513	0.255987124098815	0.235999623715677	0.287564984737309	0.251303092770492	0.233977830213982	0.245083587215964	0.3007532046621	0.129819586181925	0.259752845713824
Channel.129..Lou.NH91	0.400069818110814	0.40393818161273	0.459291258565706	0.429683148621195	0.476812912804818	0.319896794305093	0.518731031506401	0.538940027496453	0.649029085742247	0.324815086962293	0.650934174192685	0.721818082451774	0.364222192428414	0.464760722103988	0.421716416670535	0.360790480071183	0.384459216972306	0.325823599604014	0.54792890564393	0.365512062219973	0.402142776679235	0.326880100139621	0.353748865170493	0.348054862788856	0.328922602446678	0.365404074884892	0.565856873163125	0.260775971959762	0.364140852774335	2.22044604925031e-16	0.308408125927998	0.256030946556573	0.31589377076723	0.440425553648287	0.314858715566695	0.382999883019153	0.382200561748558	0.357371882722699	0.350505158318941	0.313654713475919	0.311454424195618	0.406857313255739	0.323638277224242	0.419874680103647	0.396190282825307
Channel.130..HCC15	0.331897852346881	0.353934890106836	0.393367605576231	0.335436493068463	0.43697318526978	0.260470562705091	0.445813127950558	0.491759474546166	0.586860229580812	0.262917395207106	0.632182854483806	0.701985355405176	0.260505619720182	0.378442779823113	0.390671808139572	0.251517764464639	0.33021130710826	0.283171416668977	0.426807150567792	0.302060361262289	0.279990477457128	0.260309347464761	0.326780789319066	0.298535717304063	0.331220210178376	0.266051352494931	0.498686781577413	0.209760712730048	0.173567955926837	0.308408125927998	0	0.226326084571016	0.244645058643654	0.298128321832301	0.241371600601195	0.321072164352575	0.285601087828519	0.233859658512892	0.277355144401695	0.241101208739689	0.226099817372668	0.253430320718155	0.230980823584228	0.237676225947515	0.236682994340356
Channel.131..H1703	0.303591584061107	0.298453834900953	0.330773231402801	0.304175764675448	0.363751406398051	0.260394948903117	0.38805949164419	0.421173609793618	0.512170959445557	0.213485137698063	0.639254721729666	0.650075550548678	0.304355085422346	0.394374970353265	0.311679776228689	0.301448335531397	0.299668323091999	0.181592966830064	0.458750581124981	0.325478542781631	0.3442898384028	0.222890729884323	0.34606216864665	0.286474583385381	0.286614753630516	0.309082565205227	0.426668573011057	0.209813283555913	0.202131998828377	0.256030946556573	0.226326084571016	0	0.275904328437621	0.336919136553976	0.269267163848728	0.225381307917379	0.306514094681635	0.244756654756156	0.285326549599711	0.234900115978367	0.18788999168285	0.27393346874635	0.197957393291723	0.260854124421545	0.261189440797523
Channel.127..H2228	0.375421042726039	0.371851826257073	0.413243182200599	0.399732198280905	0.461502318915195	0.330939608418738	0.474178716123693	0.507265744105687	0.622957171661978	0.302128557217081	0.603084583715583	0.696631401972341	0.298659633993453	0.415663817307757	0.399971240545203	0.302405877346697	0.332804726636392	0.295438486748356	0.428181889042945	0.324387437933317	0.331198050729959	0.289017957745472	0.305205740158497	0.319451638268236	0.287991297663813	0.299100642685556	0.506599773624568	0.299437374384611	0.289474857677729	0.31589377076723	0.244645058643654	0.275904328437621	0	0.262854213211436	0.215322768113258	0.286106670642409	0.260392086034194	0.241004144075706	0.321570167456622	0.247652996715355	0.242483772848295	0.301033368527168	0.277635534252518	0.295374377085071	0.303510707280204
Channel.128..H3122	0.393833255690061	0.366150481684324	0.438539114783193	0.407265876721241	0.476244406438337	0.384476568200545	0.450386932271103	0.53569149866115	0.633318876977396	0.369829436928737	0.602813436660877	0.667729631086381	0.433649623446402	0.440186605815178	0.45322920573112	0.351826896954612	0.460697964329792	0.384306561689112	0.458505912191512	0.269482559911792	0.315655880879286	0.397855637614461	0.436703694863565	0.343571158714526	0.393590881825277	0.390731043804889	0.503778669454344	0.305237141360959	0.274103665159321	0.440425553648287	0.298128321832301	0.336919136553976	0.262854213211436	0	0.296076211815519	0.339930092545067	0.21884527122915	0.266537193088717	0.320628643715862	0.326484244026737	0.30222423573901	0.30452533438096	0.392016481067714	0.306406771594079	0.327585324745405
Channel.129..HCC78	0.408940168318644	0.386289636453733	0.47049487921328	0.418053535770452	0.535595789300948	0.289305359458415	0.521233366322648	0.596024325713861	0.736624352288368	0.33892801097904	0.705843563367366	0.833218782325551	0.385309202367487	0.509859880535383	0.558446629876915	0.238154295109501	0.436807741239226	0.373376736158603	0.52319910892256	0.359151808010417	0.38357890635673	0.34977142081733	0.402982294820017	0.274124118951908	0.345773640368656	0.27435514831258	0.656106860815698	0.27064840518067	0.219912969615864	0.314858715566695	0.241371600601195	0.269267163848728	0.215322768113258	0.296076211815519	1.11022302462516e-16	0.42055587252553	0.2272152912803	0.241188918661046	0.287420559284276	0.253204900676014	0.255784524636541	0.283270302032479	0.323129315339593	0.287026267779292	0.281235928112531
