Channel.127..H1417	Channel.128..DMS79	Channel.129..H128	Channel.130..H209.1	Channel.131..H524	Channel.127..DMS53	Channel.128..H526	Channel.129..H69	Channel.130..H82	Channel.131..H446	Channel.128..DMS153	Channel.130..H209.9	Channel.127..A549	Channel.128..H1355	Channel.129..H23	Channel.130..H441	Channel.131..H1792	Channel.127..H1299	Channel.128..H1944	Channel.129..H358	Channel.130..H1734	Channel.131..H460	Channel.127..H1650	Channel.128..HCC827	Channel.129..H1975	Channel.130..Calu.3	Channel.131..H2106	Channel.127..H2342	Channel.128..H2073	Channel.129..Lou.NH91	Channel.130..HCC15	Channel.131..H1703	Channel.127..H2228	Channel.128..H3122	Channel.129..HCC78	Channel.130..H661	Channel.131..H1781	Channel.127..H1666	Channel.128..CAL.12T	Channel.129..H2405	Channel.130..HCC44	Channel.131..H1437.8	Channel.127..H838	Channel.129..H2073	Channel.131..H1437.9
Channel.128..DMS153	0.560570987329393	0.601576939328051	0.616270538944105	0.572040374729265	0.5588939489443	0.55908829437104	0.555092592272822	0.512925510084211	0.503917606851258	0.591410391486975	1	0.586035581693553	0.417872445792393	0.406981311030223	0.484165947513884	0.435028405523371	0.421362883516277	0.472383196032035	0.448026503394243	0.406539022964527	0.534710220347898	0.454643581057026	0.446599518260544	0.412963241705507	0.425540014387133	0.389469573485724	0.572000392217167	0.421872988023955	0.281977418909869	0.349065825807315	0.367817145516194	0.360745278270334	0.396915416284417	0.397186563339123	0.294156436632634	0.408943729432038	0.385132770090984	0.376794449713704	0.369122293912333	0.376547868872542	0.366398130122231	0.384764698717147	0.401558090203294	0.376565205718052	0.437913504642136
Channel.130..H209.9	0.637788589269852	0.576752871866673	0.754860734134153	0.792079696185538	0.774621791283556	0.318740216280334	0.643038686850152	0.739103669008833	0.751752226538323	0.425392240994661	0.586035581693553	1	0.36050791211045	0.365798773165756	0.491884337359372	0.295437393734354	0.427180078473743	0.443581572132431	0.372388210345604	0.365867557251453	0.434550560517995	0.390852971669777	0.347041705142491	0.272970813235527	0.3289607838421	0.268917846068973	0.601009968275832	0.358967556118253	0.183655828320907	0.278181917548226	0.298014644594824	0.349924449451322	0.303368598027659	0.332270368913619	0.166781217674449	0.44416500352534	0.242677173962515	0.302065851178094	0.323230227865136	0.27097155552932	0.307394879577325	0.258579652021467	0.434786184836953	0.319635569997833	0.346821878046349
Channel.127..A549	0.610233624190781	0.58786536730274	0.584021856544972	0.594019002718484	0.549099395949954	0.686356716991856	0.466782429004992	0.512381116966757	0.397029744145115	0.708607362733696	0.417872445792393	0.36050791211045	1	0.638394143164171	0.719707674725283	0.679268025079695	0.80538115404912	0.73710259474737	0.562452723090512	0.631983864423283	0.682422156849999	0.763921112002303	0.687938208533535	0.647248583223382	0.703441169665432	0.697664663546086	0.525284566599233	0.674713052719152	0.635326987478064	0.635777807571586	0.739494380279818	0.695644914577654	0.701340366006547	0.566350376553598	0.614690797632513	0.674195469817142	0.607417042188417	0.717591944623951	0.670196566215413	0.70714799448827	0.716873502336007	0.622469910044673	0.778047741444522	0.72311205700929	0.691831961559144
Channel.128..H1355	0.567798256470236	0.597321871522869	0.559695031440857	0.582163965873061	0.586079001431531	0.609153092736047	0.514634344440989	0.517980290765661	0.446931437872937	0.631110312038241	0.406981311030223	0.365798773165756	0.638394143164171	1	0.686983897067419	0.586750167429245	0.684340566362523	0.646468024976233	0.52797457926995	0.607754928012673	0.65172455014692	0.657027501511779	0.564473101492328	0.519183906103449	0.54602756375323	0.538215999070873	0.563434653293509	0.61681383994495	0.607767462692923	0.535239277896012	0.621557220176887	0.605625029646735	0.584336182692243	0.559813394184822	0.490140119464617	0.58291328163853	0.56083719619846	0.583990904183093	0.625153364903196	0.625357268007163	0.62622051784541	0.593158703940123	0.632668327711427	0.637107406617457	0.60959311208143
Channel.129..H23	0.645717210599	0.647546691230802	0.645264222088826	0.635250295334645	0.632647335422501	0.675593320886387	0.576232405790652	0.586533241032246	0.523058476434351	0.71261835107551	0.484165947513884	0.491884337359372	0.719707674725283	0.686983897067419	1	0.514545338387764	0.782001935727109	0.774847907478436	0.542025559768287	0.604591410448187	0.662774472600542	0.721330513453785	0.653174989356791	0.458485350308436	0.620009646578512	0.523755524576938	0.647079209245197	0.612849635273171	0.54797747933838	0.578283583329465	0.609328191860428	0.688320223771311	0.600028759454797	0.54677079426888	0.441553370123085	0.714338546537624	0.531465255689985	0.636051247072828	0.644389110768885	0.652515078660939	0.693658670819687	0.598763877286496	0.725468969667697	0.632276546147879	0.632250763161081
Channel.130..H441	0.618858101526123	0.655878097321126	0.595451459328342	0.628965910154882	0.563414520339721	0.701943236118089	0.546024019325199	0.483091023456875	0.409071913098136	0.705041096755108	0.435028405523371	0.295437393734354	0.679268025079695	0.586750167429245	0.514545338387764	1	0.590750774927366	0.683659402057265	0.555097811489905	0.719938519033789	0.726302832330528	0.675698979919628	0.590928486024639	0.796421150171696	0.669245040121493	0.73812864255391	0.418976535114428	0.726057062712836	0.742522441876571	0.639209519928817	0.748482235535361	0.698551664468603	0.697594122653303	0.648173103045388	0.761845704890499	0.563373483272086	0.69440666510359	0.737090660707353	0.676197308967551	0.689141657043596	0.705310301765817	0.692222938770363	0.693450054574808	0.749198917548354	0.750219233473137
Channel.131..H1792	0.668938408006411	0.654154507794993	0.650721196041714	0.677368014348098	0.621515739992215	0.694511328593064	0.552223920147073	0.550730741415288	0.462321624789555	0.728173986669246	0.421362883516277	0.427180078473743	0.80538115404912	0.684340566362523	0.782001935727109	0.590750774927366	1	0.747464581269194	0.554686567132112	0.598897701454196	0.671578417557376	0.772108356085722	0.689094698038985	0.55057725705562	0.654631743284159	0.602908573362987	0.606234488318252	0.667869574024003	0.595956574343009	0.615540783027694	0.66978869289174	0.700331676908001	0.667195273363608	0.539302035670208	0.563192258760774	0.703554834494003	0.586947951675876	0.682925508380711	0.668369624803065	0.68173696378156	0.696112504050475	0.653691408564608	0.760101203989433	0.647239964556065	0.673312694323323
Channel.127..H1299	0.640626457238989	0.630296754883772	0.631111098439441	0.636197944818159	0.586573738990262	0.726683795360535	0.556270268812872	0.550514337211894	0.453760709245731	0.776968980658411	0.472383196032035	0.443581572132431	0.73710259474737	0.646468024976233	0.774847907478436	0.683659402057265	0.747464581269194	1	0.531897668422045	0.733595245348601	0.733449240154263	0.854307135551368	0.693752912318542	0.719217752855812	0.756136264576145	0.684728153666758	0.63447421790009	0.69444997648002	0.682562548502127	0.674176400395986	0.716828583331023	0.818407033169936	0.704561513251644	0.615693438310888	0.626623263841397	0.799604733396524	0.63568341247387	0.702322118847687	0.729498920269233	0.734342103936742	0.800467575665441	0.655727944927256	0.801727952204733	0.730250889146406	0.675977913720335
Channel.128..H1944	0.519542018566648	0.513358799350321	0.535588622676615	0.509938540405851	0.498156169549224	0.493521658480021	0.513269356622901	0.453658784196733	0.473745475060025	0.519223733315627	0.448026503394243	0.372388210345604	0.562452723090512	0.52797457926995	0.542025559768287	0.555097811489905	0.554686567132112	0.531897668422045	1	0.465692692694711	0.582214458974224	0.58018285707169	0.639127208481766	0.539768171325871	0.591698294638793	0.544465905626179	0.518981833277417	0.557826686968655	0.529706918437459	0.45207109435607	0.573192849432208	0.541249418875019	0.571818110957055	0.541494087808488	0.47680089107744	0.512517380124369	0.477211760983642	0.593232690708408	0.491570315744125	0.557324419105861	0.52979293371395	0.664792756925327	0.556402346427035	0.593916300896834	0.707055122967777
Channel.129..H358	0.580218035120897	0.58470966338656	0.566056786167353	0.572304362426101	0.538918504313564	0.633712315437825	0.545254097600436	0.459930671286084	0.37701998820733	0.616600138876501	0.406539022964527	0.365867557251453	0.631983864423283	0.607754928012673	0.604591410448187	0.719938519033789	0.598897701454196	0.733595245348601	0.465692692694711	1	0.720405766354029	0.718902434614926	0.622127246243263	0.750003743713481	0.699077569447493	0.667867006999302	0.539086915968213	0.704783280315603	0.686736703770173	0.634487937780027	0.697939638737711	0.674521457218369	0.675612562066683	0.730517440088208	0.640848191989583	0.619783604062644	0.667903247451084	0.727671515336914	0.678547718901584	0.677694357243823	0.683401466002636	0.63129643645656	0.636048147372996	0.724609099645341	0.64805855943597
Channel.130..H1734	0.629324341078032	0.648459518189744	0.585065208943799	0.615869134700627	0.548323396830966	0.684473908057316	0.548544464348593	0.519869017760387	0.439136928214046	0.709139058016266	0.534710220347898	0.434550560517995	0.682422156849999	0.65172455014692	0.662774472600542	0.726302832330528	0.671578417557376	0.733449240154263	0.582214458974224	0.720405766354029	1	0.698612824316392	0.672997967637051	0.701503222137515	0.685902717976547	0.707225215016365	0.60358116416964	0.743197986179898	0.653680417840412	0.597857223320765	0.720009522542872	0.6557101615972	0.668801949270041	0.684344119120714	0.61642109364327	0.6323630968388	0.679522449652756	0.709582295748985	0.705263799293401	0.693547066122687	0.715490355834924	0.658515713896762	0.676677773870428	0.695608295724308	0.673389381437287
Channel.131..H460	0.602217037167445	0.629079165592552	0.601436695174206	0.598399981248839	0.547562870304626	0.740077047124083	0.549942743755416	0.526583167198743	0.395681026154488	0.754701693361185	0.454643581057026	0.390852971669777	0.763921112002303	0.657027501511779	0.721330513453785	0.675698979919628	0.772108356085722	0.854307135551368	0.58018285707169	0.718902434614926	0.698612824316392	1	0.672035147263629	0.703450366221733	0.735239043946081	0.689526547424721	0.623476572326562	0.696289596666802	0.682607198836303	0.673119899860379	0.739690652535239	0.777109270115677	0.710982042254528	0.602144362385539	0.65022857918267	0.751768911352946	0.655479166441387	0.711220896071132	0.715534170231757	0.730323601265163	0.783205947588734	0.711970994477474	0.77470816338075	0.731284035064784	0.731187788252644
Channel.127..H1650	0.598526220021296	0.587845129718828	0.572454171376342	0.563400436364928	0.524137062089433	0.673293066205104	0.540035244596939	0.525291549419571	0.421701587258396	0.687743709843283	0.446599518260544	0.347041705142491	0.687938208533535	0.564473101492328	0.653174989356791	0.590928486024639	0.689094698038985	0.693752912318542	0.639127208481766	0.622127246243263	0.672997967637051	0.672035147263629	1	0.607624095230286	0.776689354251149	0.714961454770858	0.589744850155638	0.659692202931256	0.581604955771488	0.646251134829507	0.673219210680934	0.65393783135335	0.694794259841503	0.563296305136435	0.597017705179983	0.638317538483789	0.619505817095858	0.720094319230545	0.626802099896022	0.689292345424234	0.649060499049247	0.661632252392094	0.728395334010019	0.646325530243158	0.712492925159398
Channel.128..HCC827	0.560308551140639	0.576287313246568	0.541648143476957	0.556396835998047	0.517789109861365	0.710496091902186	0.523799658558779	0.454238140882693	0.362953889336104	0.690871395513658	0.412963241705507	0.272970813235527	0.647248583223382	0.519183906103449	0.458485350308436	0.796421150171696	0.55057725705562	0.719217752855812	0.539768171325871	0.750003743713481	0.701503222137515	0.703450366221733	0.607624095230286	1	0.762484003686673	0.79483842448509	0.449597643464045	0.719018178557462	0.724742349357227	0.651945137211144	0.701464282695937	0.713525416614619	0.680548361731764	0.656428841285474	0.725875881048092	0.598126389274957	0.669281527196906	0.700907121883428	0.675954332292812	0.691174708816008	0.711210760902359	0.631830937472416	0.663468668738208	0.746255835406084	0.683045400709531
Channel.129..H1975	0.538875823371356	0.542519007548917	0.544587994876794	0.529937544151928	0.517016801233151	0.634392412638159	0.481097914196398	0.506563869036992	0.394433564536332	0.688685438632043	0.425540014387133	0.3289607838421	0.703441169665432	0.54602756375323	0.620009646578512	0.669245040121493	0.654631743284159	0.756136264576145	0.591698294638793	0.699077569447493	0.685902717976547	0.735239043946081	0.776689354251149	0.762484003686673	1	0.704521226857346	0.54490440200205	0.670679180447287	0.652473741299751	0.671077397553322	0.668779789821624	0.713385246369484	0.712008702336187	0.606409118174723	0.654226359631344	0.674598228351086	0.597502996348211	0.717042638129158	0.646596495369095	0.693219066275241	0.728408650597372	0.610263886590148	0.751573931103868	0.748587830955208	0.689046670411804
Channel.130..Calu.3	0.560636617260994	0.554883809852248	0.515956511164339	0.554292381757938	0.472995027960894	0.708385484979106	0.47515599121765	0.464596685435317	0.353385992116268	0.683010860303871	0.389469573485724	0.268917846068973	0.697664663546086	0.538215999070873	0.523755524576938	0.73812864255391	0.602908573362987	0.684728153666758	0.544465905626179	0.667867006999302	0.707225215016365	0.689526547424721	0.714961454770858	0.79483842448509	0.704521226857346	1	0.447963560935907	0.721879167500805	0.712418045094411	0.634595925115108	0.733948647505069	0.690917434794773	0.700899357314444	0.609268956195111	0.72564485168742	0.602611600343627	0.691646694347885	0.708497152960869	0.683832950897671	0.72968347191988	0.694371564947209	0.646654129907003	0.68634764591813	0.728036780284423	0.673237881251994
Channel.131..H2106	0.703020852388217	0.718807301054143	0.715123774201269	0.691395459928353	0.703132584262017	0.585911618735716	0.69716797507086	0.642920233686044	0.591277145329261	0.652803324933088	0.572000392217167	0.601009968275832	0.525284566599233	0.563434653293509	0.647079209245197	0.418976535114428	0.606234488318252	0.63447421790009	0.518981833277417	0.539086915968213	0.60358116416964	0.623476572326562	0.589744850155638	0.449597643464045	0.54490440200205	0.447963560935907	1	0.532635971875288	0.447971246756254	0.434143126836875	0.501313218422587	0.573331426988943	0.493400226375432	0.496221330545656	0.343893139184302	0.59920460226933	0.482125085838225	0.531883041348655	0.512734884027376	0.527974450188212	0.548357442561888	0.547911860852804	0.549980680818326	0.486720668694612	0.548858681742382
Channel.127..H2342	0.666959173180766	0.677121322666406	0.626693263926597	0.661183982844506	0.590158868739332	0.714366663438905	0.589372404423668	0.530210396258713	0.441606366361991	0.718483755666883	0.421872988023955	0.358967556118253	0.674713052719152	0.61681383994495	0.612849635273171	0.726057062712836	0.667869574024003	0.69444997648002	0.557826686968655	0.704783280315603	0.743197986179898	0.696289596666802	0.659692202931256	0.719018178557462	0.670679180447287	0.721879167500805	0.532635971875288	1	0.748601454597721	0.739224028040238	0.790239287269952	0.790186716444087	0.700562625615389	0.694762858639041	0.72935159481933	0.667097285248518	0.735213299496359	0.74290546753069	0.733326448131718	0.730433979229617	0.71893284411787	0.703145362308769	0.727453279975046	0.715850121482629	0.730488031192913
Channel.128..H2073	0.66516357287362	0.692596356731704	0.603349414667335	0.667094431626029	0.566918857495674	0.731245270747653	0.57819853077632	0.49453119452345	0.393169478201341	0.719640397846517	0.281977418909869	0.183655828320907	0.635326987478064	0.607767462692923	0.54797747933838	0.742522441876571	0.595956574343009	0.682562548502127	0.529706918437459	0.686736703770173	0.653680417840412	0.682607198836303	0.581604955771488	0.724742349357227	0.652473741299751	0.712418045094411	0.447971246756254	0.748601454597721	1	0.635859147225665	0.826432044073163	0.797868001171623	0.710525142322271	0.725896334840679	0.780087030384136	0.643800565163487	0.744012875901185	0.764000376284323	0.712435015262691	0.748696907229508	0.766022169786018	0.754916412784036	0.6992467953379	0.870180413818075	0.740247154286176
Channel.129..Lou.NH91	0.599930181889186	0.59606181838727	0.540708741434294	0.570316851378805	0.523187087195182	0.680103205694907	0.481268968493599	0.461059972503547	0.350970914257753	0.675184913037707	0.349065825807315	0.278181917548226	0.635777807571586	0.535239277896012	0.578283583329465	0.639209519928817	0.615540783027694	0.674176400395986	0.45207109435607	0.634487937780027	0.597857223320765	0.673119899860379	0.646251134829507	0.651945137211144	0.671077397553322	0.634595925115108	0.434143126836875	0.739224028040238	0.635859147225665	1	0.691591874072002	0.743969053443427	0.68410622923277	0.559574446351713	0.685141284433305	0.617000116980847	0.617799438251442	0.642628117277301	0.649494841681059	0.686345286524081	0.688545575804382	0.593142686744261	0.676361722775758	0.580125319896353	0.603809717174693
Channel.130..HCC15	0.668102147653119	0.646065109893164	0.606632394423769	0.664563506931537	0.56302681473022	0.739529437294909	0.554186872049442	0.508240525453834	0.413139770419188	0.737082604792894	0.367817145516194	0.298014644594824	0.739494380279818	0.621557220176887	0.609328191860428	0.748482235535361	0.66978869289174	0.716828583331023	0.573192849432208	0.697939638737711	0.720009522542872	0.739690652535239	0.673219210680934	0.701464282695937	0.668779789821624	0.733948647505069	0.501313218422587	0.790239287269952	0.826432044073163	0.691591874072002	1	0.773673915428984	0.755354941356346	0.701871678167699	0.758628399398805	0.678927835647425	0.714398912171481	0.766140341487108	0.722644855598305	0.758898791260311	0.773900182627332	0.746569679281845	0.769019176415772	0.762323774052485	0.763317005659644
Channel.131..H1703	0.696408415938893	0.701546165099047	0.669226768597199	0.695824235324552	0.636248593601949	0.739605051096883	0.61194050835581	0.578826390206382	0.487829040554442	0.786514862301937	0.360745278270334	0.349924449451322	0.695644914577654	0.605625029646735	0.688320223771311	0.698551664468603	0.700331676908001	0.818407033169936	0.541249418875019	0.674521457218369	0.6557101615972	0.777109270115677	0.65393783135335	0.713525416614619	0.713385246369484	0.690917434794773	0.573331426988943	0.790186716444087	0.797868001171623	0.743969053443427	0.773673915428984	1	0.724095671562379	0.663080863446024	0.730732836151272	0.774618692082621	0.693485905318365	0.755243345243844	0.714673450400289	0.765099884021633	0.81211000831715	0.72606653125365	0.802042606708277	0.739145875578455	0.738810559202477
Channel.127..H2228	0.624578957273961	0.628148173742927	0.586756817799401	0.600267801719095	0.538497681084805	0.669060391581262	0.525821283876307	0.492734255894313	0.377042828338022	0.697871442782919	0.396915416284417	0.303368598027659	0.701340366006547	0.584336182692243	0.600028759454797	0.697594122653303	0.667195273363608	0.704561513251644	0.571818110957055	0.675612562066683	0.668801949270041	0.710982042254528	0.694794259841503	0.680548361731764	0.712008702336187	0.700899357314444	0.493400226375432	0.700562625615389	0.710525142322271	0.68410622923277	0.755354941356346	0.724095671562379	1	0.737145786788564	0.784677231886742	0.713893329357591	0.739607913965806	0.758995855924294	0.678429832543378	0.752347003284645	0.757516227151705	0.698966631472832	0.722364465747482	0.704625622914929	0.696489292719796
Channel.128..H3122	0.606166744309939	0.633849518315676	0.561460885216807	0.592734123278759	0.523755593561663	0.615523431799455	0.549613067728897	0.46430850133885	0.366681123022604	0.630170563071263	0.397186563339123	0.332270368913619	0.566350376553598	0.559813394184822	0.54677079426888	0.648173103045388	0.539302035670208	0.615693438310888	0.541494087808488	0.730517440088208	0.684344119120714	0.602144362385539	0.563296305136435	0.656428841285474	0.606409118174723	0.609268956195111	0.496221330545656	0.694762858639041	0.725896334840679	0.559574446351713	0.701871678167699	0.663080863446024	0.737145786788564	1	0.703923788184481	0.660069907454933	0.78115472877085	0.733462806911283	0.679371356284138	0.673515755973263	0.69777576426099	0.69547466561904	0.607983518932286	0.693593228405921	0.672414675254595
Channel.129..HCC78	0.591059831681356	0.613710363546267	0.52950512078672	0.581946464229548	0.464404210699052	0.710694640541585	0.478766633677352	0.403975674286139	0.263375647711632	0.66107198902096	0.294156436632634	0.166781217674449	0.614690797632513	0.490140119464617	0.441553370123085	0.761845704890499	0.563192258760774	0.626623263841397	0.47680089107744	0.640848191989583	0.61642109364327	0.65022857918267	0.597017705179983	0.725875881048092	0.654226359631344	0.72564485168742	0.343893139184302	0.72935159481933	0.780087030384136	0.685141284433305	0.758628399398805	0.730732836151272	0.784677231886742	0.703923788184481	1	0.57944412747447	0.7727847087197	0.758811081338954	0.712579440715724	0.746795099323986	0.744215475363459	0.716729697967521	0.676870684660407	0.712973732220708	0.718764071887469
