	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('LAYN', 'Data-Type: Exp')	1.59040410002	0.439714012654	-0.884471567279	-0.759128277617	1.52737148947	-0.804416573416	-0.692058975822	-0.847053628477	-0.730706976905	0.480575445309	-0.626406315603	-0.858986196685	-0.298218440179	0.563936125217	1.97231376879	-0.931346637749	1.75389633368	-0.913131621435	-0.870606854217	-0.836688553189	0.741200065851	-0.784392475187	-1.01124227361	-0.697762404294	-0.103649128182	-0.53787018693	-1.03076221077	1.29604038531	-0.256639045862	-0.57834995434	0.96632755024	-0.581595526692	0.112609885049	1.53283503028	1.2180825654	1.95358268208	-0.513405614909
('CDH2', 'Data-Type: Exp')	-1.10142385933	-1.00628250452	-1.08077591115	-1.08831790026	2.23213482383	0.0653735477187	0.176672185254	-0.9321617168	-1.09787182901	1.36427752361	-0.696132947385	0.731992332132	0.40638060882	-0.0847336536694	0.585753077098	-0.471547021361	-1.13271979806	-0.841771759437	-0.915366020423	0.508735886098	-0.859614433964	-0.54152799267	-1.08059162679	-0.961329778756	-0.688989397245	-1.00581116184	-0.936584035048	1.10334606502	0.48280191332	1.21082738377	1.5528692724	1.36649197353	0.580534893449	0.88862593358	1.28799341983	1.30212154954	0.676620958724
('TSPYL5', 'Data-Type: Exp')	0.624383335393	-1.28631228319	0.303584018758	-1.31792925867	0.405356984616	0.713028597832	-1.30361776299	-1.3125162208	-1.14484891672	0.412206204605	-0.560365114972	1.06749298401	1.21440141365	-0.621083173769	0.329900044907	0.972936004052	-1.25188394405	-1.24914997486	-0.899900374714	0.645020971198	0.797934525474	-1.18834041521	-1.21715212708	-1.3577656794	0.645802540971	-1.29760043824	-1.0925790553	0.347416357916	0.266065238356	1.22103141285	1.24075747142	0.849409092	0.956271792723	1.21522492131	1.15205883348	0.953356728095	0.767405266366
('PABPC4L', 'Data-Type: Exp')	0.672396494533	-0.938478024124	-0.996460197573	-0.947488111203	0.410001396434	-0.839161900006	-0.568501682338	-0.7400739124	-0.62814345755	-0.405519809938	0.58310636974	1.49177722775	-0.812674050291	-0.91356624793	-0.291847269187	0.6230923834	0.891040543453	-0.802837033613	0.620638741285	1.3144671295	-0.862993551618	-0.87810798705	-0.874177983253	-0.783758138984	-0.802491957563	-0.879095708515	-0.87954258461	1.16359946248	-0.485646886558	1.72407605607	2.26466927364	-0.822245864799	0.882361959085	0.154711941491	1.7095348332	1.78680054547	-0.139461998417
('GPX7', 'Data-Type: Exp')	-0.0963682575379	-0.844523626011	0.0742479141295	-0.553330949678	1.54705261133	-0.789145844176	0.731095697091	-0.827402973768	-0.720616199124	-0.757581756425	-0.81241430373	-0.704100296448	-0.806533834125	-0.526681652065	1.89202720259	1.08478876128	-0.853218580906	-0.757438248393	-0.799620970615	-0.845257484812	-0.739596696268	-0.798822317218	-0.801121805455	-0.773819762276	0.857853126306	-0.812516535205	-0.413145200302	-0.348795526666	0.134546245622	1.62202955872	0.980605289535	0.612299363969	1.12275551509	-0.743880339039	1.45585877634	2.18604108365	1.82473201459
('GPC3', 'Data-Type: Exp')	-0.556966860154	-0.421301340241	-0.599305589958	-0.504825088503	-0.433460401773	-0.504602196518	-0.531265124577	-0.527797448637	-0.445236761971	-0.286013381594	-0.52783903645	-0.347792778397	-0.620662567296	-0.072623043268	2.95994671357	-0.667125967026	-0.389403955117	0.165140089741	-0.444176039106	-0.472063704887	-0.531138024745	-0.318594395595	-0.619279889341	-0.461724694263	-0.561977023397	-0.513310871426	-0.416035575497	0.0341669834905	-0.507787636065	2.07181934594	-0.291471197923	1.81877292538	0.190137168895	-0.446395146105	2.15107777336	2.78785727885	0.841257460605
('ZFPM2', 'Data-Type: Exp')	-0.487828488253	-0.549259128536	-0.163945385566	-0.537120261149	-0.437274977589	-0.117332922665	-0.401786430482	-0.447955721027	-0.554849472636	-0.355419595135	-0.388373080503	-0.520633670191	0.611942816932	-0.655701018135	2.1733809586	1.50938711396	1.79733675925	-0.468411166641	-0.17547829441	-0.146533056797	-0.441304080513	-0.461533595122	-0.545078246321	-0.411895394684	-0.418844221366	-0.428294509792	-0.482410199302	-0.46056151249	-0.462262367441	-0.141335485059	-0.56064257533	-0.519669697903	-0.347723458206	0.228457956482	2.39551806073	3.72578012213	-0.352345774846
('C14orf23', 'Data-Type: Exp')	-0.549578058802	-0.489989297041	-0.484202327572	-0.525634625615	0.905533216554	-0.493959841273	-0.566136179578	-0.495037457103	-0.289211164611	-0.539508442633	-0.704196736914	-0.419748439103	-0.017760460312	-0.415308350338	2.87668116597	-0.458043022495	-0.468325713968	-0.560927239457	-0.448583702952	-0.546538814983	-0.481238188624	-0.490484989196	-0.323925749105	-0.5788539379	-0.491961495346	-0.498587970384	-0.477080716711	-0.547777210872	-0.597395383628	-0.28297356591	1.51686239585	0.808047649057	1.7595123289	1.58199278449	0.989973345955	3.23887858358	-0.434512387937
('FOXG1', 'Data-Type: Exp')	-0.681100630125	-0.590106680143	-0.591407179119	-0.604453597515	1.51372060003	-0.60995550073	-0.640167785109	-0.611957134369	0.42732752588	-0.652072664411	-0.645791272371	-0.66618271805	1.03863274339	-0.500563182793	1.93715550133	-0.578186490257	-0.624662667126	-0.643312759087	0.118468025345	-0.599974801527	-0.646491506411	-0.676890669971	-0.724543059902	-0.692019327724	-0.678781076723	-0.645883586183	-0.664022574841	-0.679387646017	-0.721534530242	0.21691597794	1.59692146301	1.04330427261	1.64239119417	1.68223608713	1.35284014068	2.78165126287	0.0178842463504
('GAP43', 'Data-Type: Exp')	-0.462622950871	-0.475489049233	-0.247988611012	-0.398648774852	0.0798849889053	-0.475768458353	-0.36375417214	0.0342909534025	-0.443246343375	-0.429115434622	-0.493079098219	-0.510519206865	-0.406587313568	-0.541086564574	2.17709221896	-0.552892568137	-0.565385752148	-0.468238244252	-0.504952049313	-0.307031354387	-0.468003097963	-0.493249510117	-0.610101170458	-0.465723562174	-0.51107138568	-0.407869275807	-0.432465024347	-0.336099308701	-0.471298465721	0.765052585844	-0.197935648585	0.870203920131	0.13681860839	3.16296433695	1.88551856664	3.25980034517	-0.331404128917
('SIX3', 'Data-Type: Exp')	-0.0491030304659	-0.366461497791	-0.489125363346	-0.512098034126	0.0294452115463	-0.514958665797	-0.479486423171	-0.248563302159	0.249397710186	-0.237977479067	-0.669611597531	2.24061409097	-0.0206555523412	-0.618898024136	2.1158299865	-0.679895114929	-0.584231759232	-0.662246098647	-0.651188883626	-0.438182242577	-0.666833459447	-0.460305895503	-0.716029868167	-0.511556445791	-0.604183934991	-0.556119379282	-0.489466097729	-0.218173381859	-0.55060255657	-0.690828845759	1.06697064823	-0.0264229301109	2.51511432148	2.97765842851	1.68627101729	0.176968852743	-0.345064403294
('STMN2', 'Data-Type: Exp')	-0.457100937697	-0.476595127837	-0.474751207186	-0.395045561861	-0.466863510322	-0.468274477734	-0.368750450231	-0.405727584938	-0.488586886747	-0.413170615819	-0.440920199342	-0.479085759314	-0.360299705001	-0.261852413376	-0.457233124386	-0.532420160169	-0.458534912286	-0.392802989582	-0.470600294162	-0.421708788322	-0.471345308381	-0.423190450514	-0.45515620378	-0.471625995939	-0.470878053534	-0.390634458582	-0.494790458263	-0.456827361448	-0.311148427217	0.690558537775	-0.486270691502	1.65174191632	2.00139076816	2.37323694428	2.56607891789	3.21712346032	0.622061570721
('NEUROD1', 'Data-Type: Exp')	-0.55539202242	-0.538763072734	-0.419918814077	-0.496559799072	-0.535669565776	-0.448576646605	-0.428727410167	-0.484357343894	-0.428357869064	-0.478103540622	-0.500696339792	-0.500110433174	-0.351924450986	-0.492686816346	-0.532680442181	-0.445169989556	-0.429284121438	-0.421251401689	-0.433979773048	-0.441181425252	-0.506968540132	-0.366616509373	-0.475006834174	-0.420979045097	-0.460044418876	-0.386181791068	-0.41415613253	0.593838013835	-0.471869334227	-0.29053743482	0.737100780682	0.901138236469	0.4800513491	2.72756354166	3.00078399591	2.82258439728	1.89269100325
('IGSF11', 'Data-Type: Exp')	-0.535954749799	-0.475253186201	-0.492052634329	-0.441478868151	-0.429816130024	-0.537494188501	-0.485482188503	-0.484832228262	0.00457939933349	1.78055583767	-0.410947042063	-0.501877379353	-0.369135369651	-0.412185115117	-0.445596220092	-0.232324923702	-0.445448910764	-0.543595718374	-0.492525486026	-0.21933865062	-0.517673212403	-0.250396742093	-0.54571371165	-0.478270778426	-0.168317896215	-0.256708553221	-0.454323454398	-0.322531646087	0.0625804793357	-0.426470184182	1.17031345271	-0.398978440293	-0.225617851286	2.6436827965	2.58324605234	3.5254067146	0.22997672731
('CNTN1', 'Data-Type: Exp')	-0.54237693667	-0.45244338065	-0.72261335971	-0.503265636322	-0.69380249978	-0.690666232542	-0.649840684878	0.501018675691	-0.582804986047	1.69060276809	-0.509129742746	-0.447641187161	0.0744247795173	-0.55936869413	-0.761061971163	-0.490332848347	-0.535675265115	-0.486561504251	0.0577022394214	-0.263864095587	0.18291362461	-0.540566622474	0.311956179975	-0.483925129939	-0.573847180943	-0.38532657146	-0.478502816112	-0.517239628204	-0.665796415687	-0.793247827403	-0.0164734720567	-0.436196572947	2.65948097001	1.794700724	1.66793213495	2.49114533505	2.35069383102
('GSTA4', 'Data-Type: Exp')	-0.42915442953	-0.098257776157	-0.190238034359	-1.77628421838	0.817607794966	-0.425156004262	-0.360457209377	-0.155177416985	0.842777702282	0.138144124802	0.774527359078	0.509846885004	0.172750874971	-0.283285804202	1.51475580906	-0.655733026452	-1.08350661093	-0.0922346737578	0.220022966719	-0.0199319804698	-1.44800741233	-1.9773843382	-2.0099089913	0.876211088392	-1.87728040629	-1.72126892245	0.0813133600598	0.437450821896	0.800263476965	1.12869906164	1.09054226106	0.392867481405	1.61278912789	0.831433518703	0.71881753149	0.965122125799	0.677323883253
('MAP2', 'Data-Type: Exp')	0.857889225444	-0.883695980137	-1.49068873822	-1.45014389439	-0.0829633497178	-1.09959388998	-0.446352554669	0.637769102785	0.3127761743	-1.34839509101	0.878155846955	0.373142458418	-0.596116159157	-1.06975949738	1.92459129441	-0.785893870252	-1.48926038803	-0.799525309701	0.821526958312	-0.791115686513	-1.44894997731	-0.549547592816	-1.36907450814	0.530660723488	0.00807403568592	0.666674463554	0.63026337633	-0.410206836059	-0.0100285507044	0.880387553487	1.11491782021	0.651460479771	1.35291286329	1.36589610728	1.09221067752	1.55278521577	0.469217497165
('TSPAN12', 'Data-Type: Exp')	-1.2836991533	-0.438760126198	-1.10439472127	-0.942817420229	-0.131711804935	-0.743701342242	-1.12537089442	-0.085526611238	-0.549644914659	-0.987587334998	1.30592355966	-1.20117528949	-0.327027638746	0.0672173387639	2.44122744642	-1.48377192821	-0.489178167285	0.741427756067	1.28470058807	-0.295748619036	-0.911424319775	-0.291267843692	-0.0962134919815	-0.34949646242	-0.478055294789	-1.00608084009	0.567437679469	0.972624242749	0.504921996761	1.22368715674	-0.612972151965	0.19655384036	1.53264153003	-0.110805661545	0.727621727073	2.13499971585	1.3454474545
('BCHE', 'Data-Type: Exp')	-0.551379866145	-0.712309773438	-0.425023286588	-0.841225131429	0.953776112925	-0.692998424526	-0.642608027845	1.50309972024	-0.674196996291	0.121471231403	2.01700801315	-0.646614698694	-0.78639224934	-0.573753915102	2.04600115011	-0.712772054468	-0.796314352939	-0.685924466111	-0.783246268133	-0.720350640267	-0.576364214932	-0.527218801055	0.445926171709	-0.727949340584	-0.645766360072	-0.770822553679	-0.754318062256	1.42290384238	-0.753327157575	-0.771993430363	-0.480122244934	1.08220237053	1.22333041698	0.730677523507	1.11269950882	2.0868936125	1.50700264252
('RBP1', 'Data-Type: Exp')	0.80766219956	-0.795645062243	1.67285192538	-0.723639140115	-0.220082260511	-0.786413554771	0.925400887639	-0.733539959528	-0.616834731686	0.00876671550864	0.555409834473	-0.826451024991	-0.64253155867	-0.510128221392	0.797701576265	-0.523365360118	-0.423778788719	-0.75037188503	-0.840244421743	-0.392652506548	-0.778827882904	-0.254030794378	0.000477323987537	-0.756288782817	0.2858909417	-0.764337729963	-0.731176067722	-0.0125017568909	-0.518623649575	-0.594812976141	1.42743112979	0.921586546884	2.48110958429	1.94865022578	2.79726731279	-0.799505279948	-0.634422807642
