	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('EIF3C phospho T911', 'Data-Type: phospho')	-0.181570418745	-0.778994869022	-0.866008669405	-1.29155533392	-0.13684506643	-0.740807039952	-1.5089536194	-0.66640779985	-0.574114222365	-0.3897840991	-1.58269310261	-0.943494108305	0.292855069348	0.133848110782	0.365593820465	0.307171111355	0.564108043161	-1.72958347108	2.74117728549	0.0556423253012	-0.343524026825	-0.694134627076	0.79225809708	-0.13684506643	0.307171111355	0.0993952063155	-1.36120302886	0.407173227097	1.4299237258	1.06789538412	2.06574179295	1.15477240665	1.08024055142	-0.354357738556	0.79225809708	0.729416177043	-0.105765234878
('HNRNPL AcK K59', 'Data-Type: AcK')	-1.89279936395	-0.58877765974	-0.12444668589	-1.59695843982	-0.941918059604	0.112017992718	-0.165617235965	-0.886052260972	-0.374033460128	-0.0670098543176	-0.0553664975023	-0.263485017403	-1.20639403295	-0.0394218556622	1.0986529717	-0.399205061913	-1.56471013442	0.37869935428	2.17554975347	0.722793208177	-0.357548119319	-1.27944563249	0.576617752037	0.187863121268	-0.692180183359	-0.297025709199	-0.0653956091211	-0.153574309423	0.31046840647	-0.45011276614	2.07402369413	1.27705127407	1.88584565171	0.973211526537	0.0	1.55729398659	0.131389256127
('ZC3HC1 phospho S407', 'Data-Type: phospho')	-0.618401429905	-0.887268414373	-0.231110917487	-0.461991137778	-1.15931410889	-0.68529635074	-0.904745554938	-0.266876432574	-0.416922903251	-0.750769739941	-0.681442537308	-0.221086389518	-0.08440891631	0.389377879443	0.800423877847	-0.95839958713	-0.865969485175	0.0730021833262	3.15378174506	2.06414854332	-0.313551699693	-1.06011577678	0.567237605007	-0.571530611076	0.214144281175	0.253326649712	-0.42087951727	-0.237638275281	0.0	0.0	1.91349745518	1.6224946021	0.0	0.0	0.106248356022	0.640036607222	0.0
('ZNF638 phospho T483', 'Data-Type: phospho')	-1.12634535089	-0.347149801468	-0.425984220969	-0.94120342846	0.0	0.0	0.0	-0.306783570222	-1.07970710582	-0.685361117625	-0.404321366516	-0.333031367229	-1.069520946	0.0587911885412	1.83923001092	-0.538699914946	-0.457062456468	-0.0593036038547	1.0198646492	1.46852603137	-0.83428322701	-2.11981248453	-0.254774661524	-0.205381841119	-0.425984220969	-0.129354188545	0.0	-0.688169690928	1.22358784733	1.48744809497	2.42090835808	0.820781007226	0.586869654872	-0.0533637910883	0.0	0.26305903231	1.29653248136
('SCAF4 phospho S1037', 'Data-Type: phospho')	0.0	0.0	0.0	0.0	-0.773188969088	0.280006935609	-0.584678191899	0.0836000330485	-0.25084179892	-0.0189036902801	-0.042280759723	0.0768925745649	-1.56168893394	-0.653675002938	0.759885342214	-1.64918320784	-0.997921360467	-0.37139355355	1.26534487964	0.805554134871	-0.983633954885	-1.43800106579	-0.0702438224355	-0.621881633746	-1.55096570697	-0.493892846085	-0.246089855995	-0.369760895968	0.713644221467	0.5888740326	2.89201811496	1.49652205291	0.678111593012	0.0398712333029	0.799959722667	0.867921012667	1.33001936698
('PARD3 phospho S1335', 'Data-Type: phospho')	-0.157982452358	-0.301673677738	0.443864640811	-0.185235706433	-0.16825945766	-0.662116094565	-0.761023155722	-0.49277931006	-0.641154422083	0.0934218236337	-0.343839698054	-0.0644872007833	-0.798289526371	-0.782489465231	1.67298870713	-0.7909741661	-1.06326851686	0.205310257042	1.58307080364	3.53100925481	0.045273730246	-0.308616713568	0.139174395342	0.219087136827	0.292942716131	-0.408703526006	-1.1730052007	-0.049810903941	-0.415058543657	0.148564660646	0.178632041092	1.71158409131	-0.717926533798	-0.249561549854	-2.10055633419	1.53681694971	0.835070947347
('KRT8 phospho S39', 'Data-Type: phospho')	-0.682424445774	0.319706912771	-1.660869266	-0.152039130931	0.398204114689	0.36056701057	-0.599949097846	0.459477182729	-1.57082758848	0.429710720631	0.910759390722	-0.107280341007	-0.741600989622	-1.11095479181	1.27041711199	0.358479653167	-1.34688469791	0.0224933110908	1.88459663896	1.43644835815	0.00941137845941	-1.15278201267	0.454484915724	-0.663127410818	-0.735656673443	-1.2347199909	-1.0944651113	1.7268979646	-0.60341100944	1.86433103429	0.522004743213	0.984712390632	-0.678756626268	0.702366458822	-1.4132597292	0.545355077432	0.888584544774
('NDRG1 phospho S344', 'Data-Type: phospho')	-0.442970841333	0.327079481783	-0.0913376565508	-0.0741938868463	0.297121628492	0.821209946658	0.463338994595	0.684763381523	-0.14366904964	0.0291072214358	0.0124947542577	0.936437437228	-2.08174784527	1.31973771358	1.75566051953	-0.863890704759	-1.58491536288	0.752238560746	0.907096675677	0.294623606275	0.387278624854	-0.772938809996	0.943815830412	0.616867665236	-0.486872495501	-1.26357599995	-3.51234868161	0.668127276402	-0.598483534599	0.717722525786	0.580697216201	0.680867334631	-0.0759197833905	-0.570788851921	0.163525832392	-0.878668830403	0.0825101069487
('EHBP1L1 phospho S310', 'Data-Type: phospho')	-0.433961071503	-1.30082564349	-1.59332076013	1.03805259636	0.725486987296	0.395464951608	-0.464227730673	-0.715681262745	0.752661465833	0.116633724892	0.470677057616	0.211132492787	-1.65721874607	0.47777631063	1.98829643148	0.108296083786	-2.03281094079	0.623033966093	1.72552716314	0.968040684029	-0.578872669782	-0.564395476558	-0.275138307474	0.108296083786	-0.771857794624	-0.548176975193	-1.5253012992	0.558352170275	0.0	0.0	0.0819109485149	1.47974889335	0.0	0.0	0.0	0.632400666765	0.0
('HMGB2 AcK K182', 'Data-Type: AcK')	-2.0993963574	-1.65886457031	-0.321189350434	-1.23367095	-0.618112037238	-0.513034964745	0.904659285106	1.37712796234	-0.671736097725	-0.383191570042	-0.882120073585	0.3419486334	-0.0927602490658	-0.23689152478	-0.397752474931	0.466862416781	1.59607611151	1.08981793238	1.18194542782	-0.349570189492	-0.397752474931	-0.137230938819	-0.177508140896	-0.979822027089	-0.854528002305	0.512967445316	-0.524037676225	0.768621561368	0.683653843582	-1.54376548709	1.30185383955	2.3771457795	1.26979919055	-1.01264921128	0.425246212334	0.790434230626	-0.00257550378666
('HNRNPH3 Rme1 R323', 'Data-Type: Rme1')	-1.24692820685	-0.788886336676	-0.687279693605	-0.900251210889	-0.440565591162	0.465478339542	-0.243937242736	0.404231116676	-0.465155484963	0.733720409808	-2.21157128953	-2.01683106333	-0.606456532156	0.415503829731	-0.643196719766	0.514208297372	-0.390711989634	0.415503829731	0.385525334141	0.427292109562	-0.429613059741	0.92034976582	-0.136721011295	-0.27807209593	-0.177391983545	1.19710668614	-0.0607512513445	0.608383939835	-0.701416335377	-0.648773921573	2.38332793873	2.59022024173	0.586241600609	-0.234930022689	0.079191670768	1.8049378459	-0.621781913311
('THRAP3 Rme1 R66', 'Data-Type: Rme1')	-1.86698818191	-1.54846850186	-1.36703778013	-1.14029727867	0.0963210261777	0.396253375629	1.34555275925	0.481648860489	0.278806734425	0.1200890604	-0.32783400417	0.496164796402	0.0482415862205	0.684233835458	-0.0948640863663	-0.119607763514	-0.0733421527099	-0.453514500288	0.229698862817	0.970782771397	-0.33949224815	-0.864459832715	0.184042019352	0.937735197394	-0.648268873457	-0.0349213565183	0.440348908906	1.56004156978	0.648327236391	-0.937107536778	1.03366388659	2.31385790052	-0.302796903569	-2.26856214432	-1.63263374791	1.42702247075	0.327364034681
('L3MBTL3 phospho S608', 'Data-Type: phospho')	-0.944033774803	-2.19743116097	0.228413002042	-0.067301545863	-0.918088946227	0.924499021747	-0.366879463785	0.223025691575	-1.42683723864	1.19680986329	-0.0583012989663	-0.531258625486	-0.279904488118	-0.402426679227	-0.918088946227	0.392220356653	-0.710893011561	1.0966469649	0.56956988999	0.39771381162	-0.21644670095	0.428655093596	1.89067318667	-1.68878320686	1.23266416576	1.54594635875	-1.95688012335	0.664743690095	-1.37559255265	-0.238255841324	0.848425787679	0.939201129945	0.604435141499	-0.37510136498	-0.481698987153	1.19920376925	0.771357032087
('FAM195A Rme1 R65', 'Data-Type: Rme1')	-0.0150903055923	-0.681502062606	-0.699488633596	-0.456953515141	-0.131395029455	-0.251597535327	-0.53648036116	0.0558578466433	-1.01927989153	-1.07859854137	-2.5940005148	-1.05547104262	1.08165155016	1.09473312395	-0.667675132122	0.733660323199	-1.12980891693	-1.31239577772	1.99303223024	1.0583592873	1.33971561418	-0.777366889815	-0.339355026391	1.40507470099	1.08165155016	-0.232041058283	-0.766611754592	-0.412659433274	-0.002024962066	0.563800492999	0.0331395018331	0.694630081802	0.25171392666	2.00853227743	0.0	0.77933418245	-0.0150903055923
('NCOA2 phospho T773', 'Data-Type: phospho')	-0.715050276148	-0.928260837068	0.267816124534	-0.364430082608	-0.302821765278	0.334104549915	-0.693474799038	0.506400325636	-0.286682744897	-0.429931951435	-1.34281448927	-1.5878892279	0.0184272640577	-0.594002152793	0.421169331674	-0.638220544054	-0.126576786399	-0.393851408477	1.01406406947	0.471997040962	1.00046160044	-2.32439308325	-1.56082875652	0.887588881328	-1.00906841601	1.30497234186	-1.10544233152	0.265214575401	2.06763192992	1.0739006611	0.277999783107	1.91936025547	0.0979568815669	0.967761992618	-0.5771106575	1.39449888801	0.689523813103
('IDH1 AcK K81', 'Data-Type: AcK')	-0.674024144165	0.458757473049	-1.37211894814	-0.406470814865	1.41116210214	0.469769852375	0.679692479965	-0.520723216484	-2.18398736521	0.989220504197	-2.07106491804	-0.0169948447681	-0.146168531617	-1.10730533025	-0.426236499418	0.104480069295	0.627654104237	0.320952440039	1.12656316175	0.476598985723	1.09811364211	-1.68183062309	-0.93193416018	1.04999600671	0.730561496844	-0.768063763543	0.205618781462	0.246694821789	0.0	0.0	-0.296875217851	1.0303334452	0.0	0.0	0.0	1.57762901074	0.0
('PIK3R2 phospho Y449', 'Data-Type: phospho')	0.808438818403	0.808438818403	0.249171779646	-0.975120919529	-0.420468577893	0.0434053609343	0.280110669717	-1.06603003181	-0.858868093811	-0.157236145041	-0.963270561231	-0.840224329393	-0.0868243588945	0.249171779646	-0.392422468186	-0.996786995563	-0.15354877236	1.72030688336	1.52504619316	-1.21546550052	0.0798560581685	-1.6173354716	-1.96114999108	0.849106654548	-0.254168982348	0.521264073979	1.17258427971	0.261845447205	0.0	0.0	-0.193699078281	1.31336066805	0.0	0.0	0.0	2.27051279262	0.0
('COL6A3 AcK K1772', 'Data-Type: AcK')	-0.0138454555107	0.128207152913	0.0350240331989	0.523332634204	-0.955007646307	-0.42777969945	-0.581535315299	-1.64876106737	0.0187319465742	0.354574780692	-0.513179731833	-0.526732399861	-0.526732399861	-0.0221510353162	-0.0221510353162	-0.797416839115	-0.747351906957	-0.581535315299	0.581595919561	1.42319727113	-1.21575782243	-0.860004987597	-0.126773746698	-0.103960644557	-0.747351906957	-0.684747920383	-0.395894885676	-0.659377413619	-0.447172636393	-1.47081342461	0.79643178926	2.47852681751	2.51687536615	1.47628524689	1.46406515758	1.61705990566	0.662127215108
('COL4A1 AcK K1496', 'Data-Type: AcK')	-0.150312477848	-0.983913310717	-0.759911333733	-0.076499014427	-0.372215957071	-0.702414539476	-0.487022285791	-0.586300958118	-0.258280371057	0.388490942649	-1.05109599561	-0.983913310717	-0.258280371057	0.145833197708	0.0235119210874	-0.586300958118	-0.117111403425	-0.889936859183	0.0541268575447	0.376583088633	-0.0443810346093	0.0864585677764	0.751375867677	0.855516822499	-0.182201385819	-0.419551404171	0.0338985009843	0.0235119210874	-0.858925005255	-2.90921326436	0.77369908684	2.75533447361	2.53314087842	1.03190214881	0.919432904941	1.43764858998	0.487315470311
('ECHDC1 AcK K217', 'Data-Type: AcK')	0.347246337134	-0.151819057446	0.815314404016	0.081425851969	-0.731240902617	-1.13012977704	-0.0661916692446	0.0	-0.577911337315	-0.105302486681	-0.333257338071	-0.303998850425	-0.443717339686	-0.964768075525	-1.44299772047	-1.20659660005	-0.772319669294	-0.742465103959	0.726653109307	0.409701247627	0.0	0.0	0.0	0.533212190812	0.0954278639122	0.510804246319	-0.597762566824	0.0	-0.930307499743	-2.18013481235	0.885967995644	2.20038372953	1.6310387985	1.32177050861	1.32775227583	1.72600165165	0.0682205958885
