	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('HES1', 'Data-Type: Exp')	0.430933543361	0.933030056968	0.799794947472	0.23214641754	0.22516951259	-0.108870998274	0.621030919895	-0.986094883525	-0.775220664682	-0.275864354935	0.170404771242	-0.413940086321	0.16174220996	0.682441682383	0.267014166711	0.176757509005	0.0660323325418	0.897672923701	1.32929349967	0.713618225975	-0.503662817879	1.16901268799	0.888983752882	1.28706358573	0.387436784064	0.548176321024	0.403765205921	0.578637877922	-1.7455304956	-0.733732925441	-1.93514195885	0.872868785791	-0.029271460201	-1.94797006963	-2.42613477537	-2.31464139314	0.353049163499
('PHLDA2', 'Data-Type: Exp')	0.659587166895	0.573201070098	1.08407280338	0.893335135642	0.159995164797	0.0228052936999	0.246758002366	0.444575022826	-0.846315425294	0.294716540385	0.103495294939	-0.129403601321	0.288373800218	0.753811720955	0.0980184962489	0.0594897235317	0.640570192387	0.345430346739	0.632146943477	0.675427148323	0.433998166218	0.855947831235	0.364447321247	-0.237314529111	-0.290328703374	0.0989013067154	-0.792106364252	1.24800002332	-1.06312018068	-0.301041636501	-3.00135698801	0.879092085249	-0.194433557023	-3.47736614236	-1.61520960365	-0.648347708525	0.740147839212
('DUSP6', 'Data-Type: Exp')	0.842789343332	0.0202796777116	1.3733806087	0.80887391767	-0.11641126974	-1.11031670473	0.539914914071	0.542860001716	-0.166591792965	-0.622319174445	-0.361856279525	-0.158866986708	0.772244416381	0.748600399409	1.30394235134	-0.581500318592	0.356225434075	1.2331239129	1.14684997092	0.334626862316	-0.27860821628	0.52589345236	1.16748115355	0.375616136871	-1.52565274987	0.754306270029	-1.15116585725	1.51531203644	-1.50225194774	-1.80376597289	-1.37655027146	0.481627510067	-1.48444466612	-1.75273798481	-1.52552440986	-0.00276598026188	0.677382213388
('MB21D1', 'Data-Type: Exp')	0.388193143874	0.2335491199	0.165670428343	1.16019351313	0.491111437787	0.612040926806	0.915934527643	-0.229539911433	0.563440269729	0.310267332546	0.484931671783	1.21730508268	0.92117758188	1.47341321884	0.893744079066	0.643187352529	0.639935190543	0.447927506372	1.13854433205	0.594967962458	-0.101889895239	0.670302879674	-0.0527980973974	-0.787711769337	0.00326840562194	-0.0779429855177	-0.859728701577	-1.5141342757	-1.66626082351	-1.73184887505	-1.60041606231	0.794217188078	-1.69432825234	-1.81900509475	-1.46602729104	-1.6293143798	0.467623263666
('APOBEC3B', 'Data-Type: Exp')	0.329691211805	0.692047427927	0.467448507836	0.356578760836	0.733077993319	0.414263626068	0.333406950451	0.531601360142	0.927110213968	0.243368845036	-0.96220614349	1.02744328812	-1.5737548572	0.756694036631	0.828336759576	0.568680765612	0.634071704696	0.378115557518	1.01611202227	0.358415564205	0.225494567747	0.592080236133	-0.508154633562	-0.988224444729	0.815686099754	1.12319359331	-1.74577315579	0.627703873299	-1.6703622141	-1.82572103875	-1.03733583621	1.14317668348	-1.06604836211	-1.73091796234	-1.73732903438	-1.27878345424	1.00081148717
('AHNAK2', 'Data-Type: Exp')	1.55472879925	1.79560492228	1.44766866016	-0.056005093416	-0.210702189384	0.626482156457	0.601346891349	-0.28013347545	0.879774146794	1.14177662189	-0.0291662765776	1.22014157689	1.10558612527	-0.260555759035	0.0486940196063	-0.235695141755	-0.148029445477	0.779847499284	-0.700980071175	0.469790056475	0.75255706269	-0.139629843158	0.711306849388	-0.299376678163	0.811611072018	1.08563083373	-1.13986572531	-0.013122222182	-0.468695751434	-0.389627109834	-1.5656969428	-1.759762153	-1.75153217066	-1.5171698749	-1.29944871687	-1.38747255812	-1.37988009482
('TRIM6', 'Data-Type: Exp')	0.313778806311	1.49232665511	0.973414076086	-1.22128784367	0.307421354259	0.763903524775	1.12941864548	0.879216255061	0.875167756907	1.3280976228	0.0458329762775	1.16902900322	0.304258506426	0.0949151172016	1.00122429006	-0.00218797208117	-0.254914554126	1.24254062619	0.62367173482	0.699823989502	0.691381642497	-1.01926738885	0.0992428069155	0.359796455986	0.302636725435	0.666131787142	-1.18993017674	0.450572085359	-1.49073548613	-1.55250033371	-1.42966310419	-1.59287901957	-1.52947474856	-0.870543412005	-1.53816232543	-1.43483895404	-0.687417124726
('NT5E', 'Data-Type: Exp')	1.19333701125	0.659607380615	1.28798422441	1.02368303471	0.216843399191	0.701315173635	1.20311642057	-0.33547690489	-0.277211869863	0.220438842291	-0.495691057609	0.402849723602	1.39460264271	0.343931639539	0.873066253893	-0.766784773593	0.775998677748	1.03858479741	0.0762443905905	1.11984858688	0.446095447103	0.227634626361	1.17073335148	-0.316183795576	-0.582178423054	0.950938678082	-1.01789967878	0.79732970821	-1.53357087093	-1.39985867258	-1.61150655925	-1.52783546777	-1.36359853299	-1.47839271707	-1.47283200453	-1.4533715514	-0.491791130395
('FOSL1', 'Data-Type: Exp')	1.23434895992	0.88601083513	0.608044451953	0.775889167567	0.917031892204	0.882686243077	0.73126123756	0.2133133872	0.200420793432	0.463334686847	-0.232005918772	0.375426085097	1.58248746402	0.739547311422	0.179404725937	0.00123635351472	0.877216635845	1.29126263677	-1.02203025276	0.917565423898	1.18108652719	0.431137682366	0.0237510280605	-0.403413682441	-0.175082079421	0.954143195418	-1.66039003639	0.0390042273651	-1.21666479246	-1.43472826953	-1.53207929342	-1.57745525664	-1.49866278793	-1.61599294051	-1.53717760615	-1.21516800015	-0.384760035217
('DKK1', 'Data-Type: Exp')	1.09288065315	0.916856126299	0.0683729814608	1.01894142833	0.747330398515	1.47527282126	0.510545792872	-0.126761460986	1.20800047832	0.949559363278	-0.852463767381	-0.731581796792	0.484704450743	1.10377044951	1.39336087466	-0.351465131485	0.829663905464	0.389782597682	0.528900592325	0.307061070581	0.515786065038	0.980708673396	0.296946699114	0.394539767834	-0.0852359196462	0.49542500754	-1.4885817287	0.317609618444	-1.46658766331	-1.56463090926	-0.821429232455	-1.43941209804	-1.4732098534	-1.48856511245	-1.5697924081	-1.39483747526	-1.17146525853
('TIMP1', 'Data-Type: Exp')	0.771694606364	0.82098969307	1.21323678782	1.01181355787	1.16098109412	0.847639077308	0.996406637521	0.627954196032	0.65999541419	0.49443278148	0.0937861898143	0.0356563381455	0.779658835232	0.427966174236	0.345202503882	-0.268446232064	0.671677067463	0.220080586245	-0.618333118864	0.413163139289	0.186184577218	0.133309312788	0.569628277675	0.798618483965	0.25189828838	0.483809888322	-1.96734800642	0.560828804716	-2.1986337615	-2.12510483215	-1.36592991048	-0.858859496945	-0.794429630456	-0.466009301063	-2.26832566576	-1.61589180185	-0.0293005556006
('LGALS1', 'Data-Type: Exp')	0.758901673214	0.874238391685	0.601633317121	0.490092225203	0.62321476439	0.875487623156	0.537727787811	0.442145103667	0.66401400514	0.545286087569	0.403161292824	0.7572180567	0.758272563841	0.455068807654	0.696829548364	0.835236606289	0.500730165132	0.621707897653	0.438801836711	0.702904947457	0.508093740561	-0.449932886655	0.464766079282	0.380636181494	0.736085973269	0.618888888508	-1.94533755088	0.390971549773	-1.94673866732	-1.67916077581	-1.53727084856	-0.382541492265	-1.362300553	-1.38043987327	-2.0680126804	-0.954973203984	-1.97540658232
('EPHA2', 'Data-Type: Exp')	0.304227985671	0.101009014032	0.924835394684	1.35991246702	0.355166056599	0.740648354711	0.981253314845	-0.150237281624	0.901682612062	0.706632790234	-0.214773998273	0.562078146667	0.878427498495	1.26783085857	0.0590803978264	0.0562703575615	0.499573430233	0.78127103313	0.484277390248	1.15342052941	0.692691417058	0.709688099909	0.125062200693	-0.204759642832	0.720334308334	0.490712869745	-0.0278029068479	0.00099702798211	-1.4713882701	-1.51057831527	-1.78909066443	-1.89764159943	-1.75634205452	-1.28167211043	-1.04547820965	-1.86800893975	-1.63930956255
('CCND1', 'Data-Type: Exp')	0.550668614769	0.452710097121	0.737708837236	0.771963706226	0.522967591389	0.0140160544633	0.217229996313	0.202951683517	0.461424831285	0.773988487177	0.125102463046	-0.24300463761	0.722109366894	0.648535271809	0.297051093719	0.101927137706	0.927992075844	0.682505421007	0.395357335031	1.03462733295	0.440437327452	0.754346669116	-0.015512562174	0.532256093647	0.182460996483	0.622692141259	0.787652151504	0.489513977759	-0.513601461913	-2.14947345333	-2.3505452635	-2.19344775183	-1.44894012469	-2.26029486089	0.49070479905	-1.96863790997	-0.797443527875
('GPRC5A', 'Data-Type: Exp')	0.512819787022	0.334203877004	0.329289128429	0.450939999467	0.343035743587	1.053602285	0.919072303639	0.23783409894	1.16829977108	1.09760813629	0.531988307431	-1.40327552274	0.297605182423	0.700641258017	-1.26978621353	-0.269611856306	1.06128303939	0.77988782516	0.413326991535	0.229846381297	0.896637293851	1.1386044131	-0.0933201919479	0.54180779491	0.79464875367	1.00737095013	0.898639228098	0.375810743757	-1.58889886993	-1.43963064865	-1.62901262739	-1.53542987545	-1.48373893224	-1.45860464778	-1.42374296482	-1.21948060882	-1.30027033361
('C19orf33', 'Data-Type: Exp')	0.905256796113	0.762371314215	0.670295982705	0.657057168145	0.546521738282	0.209272141552	0.216102104099	-0.079550656536	0.893451096161	0.854507499849	1.03860947957	-1.46551914054	0.273938167312	-0.176979629558	-1.27848094937	0.799017667367	0.786527358525	0.923899456837	0.579967164539	0.691156776229	0.871455373234	0.566655325031	0.911825998742	0.250393098401	1.02785351325	0.94382309686	0.45343014291	0.410248056898	-1.33004995067	-1.24873758371	-1.61390979072	-1.49719219046	-1.57497897378	-1.39900071527	-1.56134612877	-1.47439593153	-1.54349487592
('C10orf47', 'Data-Type: Exp')	0.368390779306	0.439315331033	-0.0616251680965	1.52792875004	0.462210154566	0.679865258746	0.677176218424	0.096798230644	0.73466080727	0.693088338187	1.0352921625	-0.331251621234	-1.22740194289	-0.115221571229	-0.216972384337	0.85498973005	1.00112621048	0.526078660296	0.131670887399	0.332146622928	1.09604886236	0.128519791054	0.650128129417	0.665455606866	0.249559085679	1.52637022775	1.12621504371	0.346468264138	-1.48683330276	-1.58747088566	-1.50399224037	-1.60371618868	-1.72210782895	-1.69948227616	-0.937362252814	-1.57529607617	-1.2807694135
('ZFP36L1', 'Data-Type: Exp')	1.35734535133	0.712428271293	1.01180616199	0.829762373292	-0.0074129395156	0.582380736897	-0.243716979449	-0.495843962523	0.337482157206	0.967047414852	0.40380378241	0.461510953332	0.70158566622	-0.0242213671214	0.114223268747	-0.418907895797	1.01043604271	0.594233861838	1.01697142064	0.657935873601	1.24160896318	0.700229202613	0.383129661119	-0.382624201271	0.555666255853	1.00672795826	0.519915701596	0.412007428503	-1.50101308255	-1.49711268069	-1.70864305223	-1.80316535099	-1.58952460885	-1.81640680278	-1.61719555605	-1.01803067343	-1.45441935423
('NCEH1', 'Data-Type: Exp')	1.26987632088	0.162529596495	1.47386021715	0.5484048121	0.278466209402	0.349045729863	-0.201695705182	0.612292890914	0.676978387332	0.444511129618	0.0334212885193	0.187748903502	1.18982245977	-0.582287053853	0.469349673621	-0.0125917358232	1.58954038721	0.222797305763	0.324830867339	-0.368521397624	1.5481766248	1.67014562645	-0.284366011528	0.248700113572	0.262242688452	0.395165388654	0.359489663739	0.288552267667	-1.37272868319	-1.64189847752	-1.83553207016	-1.00831768152	-1.3790284383	-1.74800547501	-1.72958788527	-1.47229820876	-0.96908972907
('SMAGP', 'Data-Type: Exp')	1.10761978162	0.985734350961	1.02410569024	0.194231960703	1.00189460846	0.112444632575	-0.14103774874	-0.224799277505	1.28756027505	0.0927164021575	-0.137026295968	-0.220009483151	1.33564896261	-0.0762515413462	-0.573867727473	-0.789384100554	0.435336114617	0.8639548892	0.865078159557	0.488941543199	0.977892652239	0.675407071741	0.688406806749	0.0127565077387	0.318594944285	0.872299940204	1.61915816205	-0.06869013037	-1.27512488172	-2.01713078756	-0.862725707221	-1.04441786659	-1.77933922151	-1.77709903893	-1.80406494533	-1.52775474322	-0.641059958779
('EMP1', 'Data-Type: Exp')	1.03489177498	0.323558791165	1.22364057073	0.615975261393	0.868890669733	0.820323073334	0.797648864063	-0.247507965014	-0.040821000466	0.288735334671	-0.409168778719	-0.837256100186	1.13926661885	-1.22344022324	1.55146834732	0.443824476705	1.03499674817	0.966141333043	0.478443585386	0.956998168101	0.0295302826329	0.609138007548	0.545775139689	-0.223735736166	0.868082376162	0.691821891044	0.800896034774	-0.193809978857	-1.56941716475	-1.4606778855	-1.50761034949	-1.43881651864	-1.49572493489	-1.41739603918	-1.47405741852	-1.07788299687	-1.47272425899
