	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('TXNIP', 'Data-Type: Exp')	-0.358710910073	0.670215083382	0.460467282782	0.0529452871842	-1.56701255338	0.568652793285	0.632998587949	1.60983336637	0.410666805638	0.0676989366689	-0.917452216252	0.852706575351	1.75620027826	1.18538896726	0.650930670514	0.905351514815	-1.38453019878	-0.648864341421	-0.453599724245	0.722028522457	-1.54088288209	-1.62950848811	-0.927919526918	-1.34892918981	-1.39572575759	-1.5669010775	-0.00168748645177	-1.6561895995	0.247223525602	0.54453197211	1.04361815093	1.11889177955	-0.292740948441	0.53396917596	0.735885339379	0.409213964299	0.511236320819
('ALCAM', 'Data-Type: Exp')	-1.83394215453	0.945447060401	0.600687483405	0.180669413382	-0.339934157799	0.418487081843	0.975303385105	0.631986794595	0.182709318738	-0.518809461724	1.1224049571	1.11445815023	1.1104821515	1.08388552288	0.307989613082	0.489982390689	1.03937613757	-0.140675372108	-0.0756008340657	0.671326343437	0.279295982525	-1.24770190345	-0.980380871007	0.872996681363	-2.805525718	0.0658845099536	-0.223523558804	-1.34139065589	-0.602260276949	-0.371284855918	-0.454486522397	0.835058594216	-2.02735892119	-1.53044005266	-0.222800508382	0.801174364788	0.986509888067
('TNK1 phospho Y661', 'Data-Type: phospho')	-0.683900859364	0.431116391525	0.358728614857	0.38220886472	0.286570822874	0.271078273106	0.397296857687	1.42989587844	-0.978495816381	-0.045941321508	0.638633365163	1.61814680894	0.0818495690002	0.411144623056	-0.255753934311	0.358728614857	0.808389571475	0.596592595772	0.454387375446	0.0865251305377	-0.337423350372	0.0781020215324	-1.15542751009	0.498845853036	-2.81952214353	-0.545653983335	0.626575983798	-3.07839396877	0.0	0.0	0.251010851505	0.703960716348	-0.869275896004	0.0	0.0	0.0	0.0
('MYO5C', 'Data-Type: Exp')	-1.4080503268	0.296134245467	0.322271645447	0.545876683981	0.0220844432656	1.01578120295	0.315610313342	-0.353964361334	0.838369766229	-0.967135076612	0.853776928921	1.51545331635	1.26811208464	0.900252381217	0.720873966708	1.10580902917	-1.99478834645	1.06364100924	1.60062096455	-0.0600744758757	0.383514868163	-1.99805452551	-1.56714546559	1.02466995066	-0.360349818581	-1.70463073909	-0.217630392303	-1.13302500321	-0.777008497928	0.15212308745	0.390726954048	-0.216899373724	0.117775173622	-0.95716872386	-0.103503851437	-1.26293118763	0.628882150523
('FOXA1', 'Data-Type: Exp')	-1.6144933645	0.159517632775	0.554892990477	-1.09822355067	0.339880743654	1.33931932073	0.437644821951	-1.57961814776	0.500544262671	-0.906794626928	0.865595798082	0.798884329412	1.07017737412	1.40026710031	0.126507484693	0.815070461039	-1.80180228887	0.682768132182	0.343973315545	0.724446147702	-0.575226167725	-1.80750563751	-1.10817855058	0.737529055836	-1.54069541855	-1.11594131117	0.499785696928	-1.22386923004	0.621636196661	-0.0049810316397	0.62322307231	0.920964044516	-0.827259243903	0.114121626381	-0.860566000594	1.14146923201	1.24693573044
('PLA2G4A', 'Data-Type: Exp')	-1.15844816687	0.402577524344	0.490360947738	-0.0240452531767	1.22623276727	1.66588541854	-0.401712585927	-0.418899391704	0.778453804237	-1.28186616889	0.827080674563	-0.0938240139229	0.428505913642	1.2760916128	-0.207684007247	1.03337531668	-1.04177882625	0.0486280408346	0.703118269787	1.06231957555	0.846308006387	-1.16319710558	-0.729662095292	0.497818657038	-1.28511504715	-1.02914123746	1.49427148697	-1.18414462127	-1.08345445006	-0.430589197125	-1.20321661398	-1.38565166885	-0.53288465851	1.15796945772	-0.450896028434	-0.938234925144	2.10544858874
('SLC27A2', 'Data-Type: Exp')	-1.90625656223	0.371325410591	-0.399527195346	1.2807468094	-1.02026235939	0.822217013865	-1.21125271058	-1.33372814948	-0.134931840086	-1.27885790435	0.360659821682	-0.0894137013754	0.302876588957	1.22751883393	0.337875204676	1.1721948403	0.886133904365	0.538054934857	1.27079988702	0.850188914792	1.24650184939	-1.49903478066	-0.616716107256	0.382096522407	-1.9592257289	-2.01528227365	0.759158191207	-1.24113346535	0.0765682764068	1.09173584578	0.301278194618	-0.198996462656	0.435070687523	-0.442718831664	0.381836602827	0.320475588194	0.932024150167
('LIMCH1', 'Data-Type: Exp')	-1.88654260069	-0.210319211908	1.04894777215	0.514576345778	0.801116488193	1.33908174553	-0.828410940144	-0.842549302767	-0.04188064619	-0.50854636027	0.34442893436	0.249334493233	0.929747026199	-0.0360553897177	0.356641439555	0.806561244284	0.648584979323	-0.0631672582974	1.44769952053	-0.0333047904162	0.407777868636	0.551612851534	-1.65298591989	-0.0421867008443	-1.67682168992	-2.14900611925	1.24719722898	-1.92348325148	0.97700789833	0.807047817661	0.228912522017	0.84149721277	-0.312832437318	0.345911036867	0.148139881675	-2.01623873439	0.182507045883
('EHF', 'Data-Type: Exp')	1.4135530708	1.23170751226	0.15812691822	-0.752832690128	1.77531103631	0.312113924224	-0.0955415221957	-0.663705291941	-0.0481583027491	-0.888677098889	1.90459975334	1.01651713567	0.368595996386	1.76908326557	0.760469767587	-0.385334197542	-0.801201855056	1.07120137144	1.64731163261	1.32476941674	-0.674741115581	-0.911761972931	-0.940017195278	-0.750757675923	-0.902378849272	-0.884572903031	-0.924219696917	-0.752654816178	-0.998010650386	-0.783856962459	0.362061584049	-0.671425894359	-0.884170776955	-0.908000429958	-0.924913732696	-0.782382682053	1.21389392727
('ALDH2', 'Data-Type: Exp')	0.303813298448	0.0404251442087	0.350729091307	-1.06035360159	1.44399770635	1.13950805403	-0.183791601544	-0.412011681461	-1.35199634535	-1.08712158164	0.673708761635	0.956044429188	0.61121109924	0.97431921418	0.843732836298	0.0338365110987	0.546876448049	0.824411918723	0.786500874755	0.999346309485	0.66158563667	0.0230428254357	-1.51714764455	1.11961151326	-0.0304325691022	-2.09632218139	-0.935866326835	-2.09782781144	-0.677895537645	0.594523032091	0.0814210279438	0.110589106438	-0.352430676753	0.210557335923	0.163039391152	-2.56845983594	0.878825829335
('SEPP1', 'Data-Type: Exp')	1.15914108148	0.484575792636	-0.86729496371	-0.801591074591	0.842126680817	0.714431761295	-0.967482861882	-0.927666342871	-0.232531001544	-0.74591153346	-0.238920305221	0.607707453167	-0.469473268615	1.16909391432	1.53478159537	1.66387939744	-0.827581456149	0.872943778706	1.30867887481	0.792362516587	-0.877068823426	-1.03538371101	-0.789734382655	-0.376503582797	-0.551717535716	-0.930852657452	-0.537031734368	-0.761603734435	-0.531040395787	1.28211748374	1.03244959722	2.26945332386	-1.05884364226	-1.00926030388	-1.13302003782	-1.09497138796	1.03174148615
('TSPAN8', 'Data-Type: Exp')	1.52905197522	-0.855768005842	0.366878668592	-0.915311155003	1.43478188396	1.06663747761	-0.393367546963	-0.144702523447	-0.418516410959	-0.968448064124	1.90728290596	-0.929181117893	-0.819013687606	0.791132838352	1.27587563541	0.579030168659	-0.93103850329	-0.903023601459	0.513443650186	1.5424894841	-0.928387319106	-0.699861468279	-0.859173619324	-0.867605404364	-0.161131197999	-0.88138594663	1.17142441092	-0.858173512201	-0.172368288096	1.46454704956	0.797388314607	1.87932141235	-0.912263224019	-0.939360114797	-0.962822194519	0.00661609517486	-0.804999064729
('KCNS3', 'Data-Type: Exp')	-1.02210556241	0.543630938573	-1.24249823839	-1.10198410838	-1.20081692868	1.77802163705	0.95939449344	0.537401283132	-0.815295944405	-1.08612661881	-0.473403894832	1.65989401301	2.29695290096	0.170578413727	-0.0741605912858	1.43897732832	0.243458825923	-0.188081406316	-0.321225361436	-0.599563438998	-0.482285105501	-1.04270301826	-0.382325488586	-0.79148887167	-0.967358596145	-1.07747259717	-0.680973350876	-0.751481746923	0.703394129563	1.32627530367	-1.13088641615	1.4736533887	1.11494528464	0.289475532618	0.840944637076	0.457251330121	-0.402012155295
('SELENBP1', 'Data-Type: Exp')	-0.124121317024	-0.765225816071	-0.299361561034	-1.18986102632	1.1959981243	2.06565302292	0.0706031084145	1.20785771096	0.440567304521	-1.13286921579	-0.635169390213	0.364364904313	0.730439174929	1.10915830677	1.14276181011	1.3343351971	-1.22476906052	-0.206257060628	1.40409209774	-0.267307306433	0.00742376978175	-1.23487586133	-1.15423303876	-1.21400052743	-1.19273089955	-1.27098523782	0.999151706167	-1.16528415709	0.101948296529	0.787162600472	-1.01223419137	1.32379197486	-0.127722977168	-0.116379333412	-0.0597188623694	1.30120077579	-1.19340304535
('FGF13', 'Data-Type: Exp')	-0.794994999605	-0.703806148572	-0.914501081912	-0.585419400725	-0.653417549595	0.585375296028	1.26490935377	0.544494037014	1.24750194274	-0.83483225306	-0.881622477547	1.34215819439	-0.846356060613	1.57408489996	0.488132121242	1.11641148693	-0.624588914584	-0.769947194008	-0.797725388328	-0.877722787457	-0.757785551296	-0.669521657099	-0.652524580373	-0.686016793516	-0.695142946534	-0.795643055268	1.93135965222	-0.862898514179	0.857973929542	1.14244689604	-0.922853504921	1.42787264064	-0.886433685181	0.636003887581	-0.845306755534	0.914081846863	1.98625511494
('GPC6', 'Data-Type: Exp')	-0.862186510542	0.00652130053066	-0.968172475813	-1.28759882644	0.549678477034	-0.74521218065	0.311021643811	1.64373528477	0.960134954959	0.0104904624068	-1.12135443241	0.520309943634	1.3092529103	-0.178637399351	0.865995688379	1.63863424761	0.218418373085	-1.26384520496	-1.11764136365	1.22004526544	0.681824776231	-1.35186806738	-0.860968520426	-0.83600478862	-1.12630125086	-1.32598465173	0.0922674670116	-0.309448637292	0.544245363082	-1.26315910055	0.474075286471	1.5558216137	-0.420443333637	1.45769967704	0.152998120222	1.62209400937	-0.796438120785
('KCTD12', 'Data-Type: Exp')	1.29899753283	0.941427877875	-0.0292502466704	-0.000835975693485	-0.874898963037	-1.49327730685	-1.04255140836	1.34387975307	0.890402207763	0.766802668206	-0.432402846015	0.630997762641	0.403855514513	-0.181940088279	0.871024669202	1.55781493511	0.814335899352	-1.36378916856	-1.47952932272	-0.0111949522114	-1.00423055657	-1.42624260588	-0.311236738785	-0.846372408471	-1.37857612533	-1.11314890025	0.58172483471	-0.890679233554	0.380704129151	1.11965687829	-1.51098130742	1.19938894307	0.169153925107	1.11461995757	1.00331523817	1.12787547799	-0.824840049977
('SEL1L3', 'Data-Type: Exp')	-0.0225685611739	-0.81411193112	0.608603948023	-2.2113460191	0.802015562042	0.551425133308	0.696371498755	0.419431947372	-0.289069808398	-0.937144529612	1.27421828444	0.898988515973	0.998431131535	0.938148008944	1.01345642277	0.323407378796	0.372949485855	-0.356311984225	0.0190848544479	1.08841194902	0.057832461453	0.4467200818	-2.17230342014	-0.397245840028	0.43460445889	0.03416969546	0.498537762325	-1.82645154221	-1.75971167979	1.15415380127	0.180820397612	0.512413412009	0.585337077777	-0.947237665614	0.0522452586613	0.172623480934	-2.40089902806
('HS6ST2', 'Data-Type: Exp')	-1.26045607278	0.479369466697	1.06880190943	-1.20848281638	-1.08088955013	0.718725479234	0.954271697962	-0.0388022427198	0.902331157243	-1.28502660449	1.05029820173	1.06606856706	1.15919568757	1.32052620826	0.13842141504	0.701280282114	-1.04535117434	1.18574463853	-1.24204664253	0.740144048568	-1.27215949201	0.64548456777	0.435544525533	-1.24476661721	1.20784707113	0.0276067199378	1.12973046786	-1.20896721953	-1.22657212546	0.764289276427	-1.12291829488	-0.430263657488	0.457487952888	-1.04476475456	0.831932992203	-1.08812112274	-1.18551394591
('SPINK1', 'Data-Type: Exp')	-0.409128535488	-0.405155949436	-0.318581357563	-0.46328393991	0.271905756706	-0.299400205353	0.0897668271189	-0.0633094430032	-0.315813637892	-0.435231658417	2.58738644461	1.41040083139	-0.0584376152128	-0.269918647776	-0.214831408778	-0.315925842744	-0.279654823033	0.889805050505	-0.327164494394	-0.445738841297	-0.211789588684	-0.379164497049	-0.471592442009	-0.25802813937	-0.389042798452	-0.511752161287	-0.16832730661	-0.340366730945	-0.41653245276	4.77352058556	-0.293363584342	-0.278042813333	-0.243681413334	-0.396447784342	-0.528115903107	-0.355907102877	-0.159054377097
('SFTA2', 'Data-Type: Exp')	-0.548235356757	-0.365178343745	-0.506297373865	-0.26773789068	-0.236895724022	-0.0564499794958	2.39284365745	-0.535038680338	-0.487670677424	-0.455073204169	2.30079285953	2.34138031639	2.00731751734	-0.087785955811	-0.458028894517	0.26946288538	-0.547449184621	2.53639552064	-0.451429424582	-0.614979258541	-0.492062150473	-0.403621934845	-0.378038143141	-0.460816712216	-0.474742597243	-0.521143351905	-0.539144204021	-0.533915253936	-0.528785141232	1.57098292811	-0.511221512488	-0.47588299953	-0.559261760481	-0.478367891977	-0.477087532942	-0.425494797903	-0.541339751924
